Strain,Strain_rate,Stress,Temperature
61.8342,0.01,0.63094,1423.15
61.8986,0.01,0.63286,1423.15
61.845,0.01,0.63483,1423.15
61.5436,0.01,0.63679,1423.15
61.4892,0.01,0.63879,1423.15
61.7592,0.01,0.64095,1423.15
61.4176,0.01,0.64311,1423.15
61.725,0.01,0.64526,1423.15
61.643,0.01,0.64683,1423.15
61.4874,0.01,0.64902,1423.15
60.7964,0.01,0.65108,1423.15
61.262,0.01,0.65278,1423.15
61.443,0.01,0.65497,1423.15
61.535,0.01,0.65724,1423.15
61.2564,0.01,0.65879,1423.15
60.7414,0.01,0.66089,1423.15
61.064,0.01,0.66303,1423.15
61.1538,0.01,0.6651,1423.15
61.1924,0.01,0.66682,1423.15
60.5676,0.01,0.6688,1423.15
60.7572,0.01,0.67081,1423.15
61.0494,0.01,0.67286,1423.15
61.1832,0.01,0.67507,1423.15
60.2506,0.01,0.67696,1423.15
60.598,0.01,0.67903,1423.15
60.3546,0.01,0.681,1423.15
60.789,0.01,0.68311,1423.15
60.3418,0.01,0.68499,1423.15
60.4526,0.01,0.68709,1423.15
60.3304,0.01,0.68909,1423.15
60.5726,0.01,0.69111,1423.15
60.2298,0.01,0.6931,1423.15
60.3116,0.01,0.69507,1423.15
60.0104,0.01,0.6971,1423.15
60.6308,0.01,0.69907,1423.15
60.8854,0.01,0.70083,1423.15
60.0104,0.01,0.70278,1423.15
59.7022,0.01,0.70512,1423.15
59.8688,0.01,0.70715,1423.15
60.0174,0.01,0.70905,1423.15
60.279,0.01,0.71122,1423.15
59.8872,0.01,0.7132,1423.15
59.8916,0.01,0.71479,1423.15
59.8614,0.01,0.71712,1423.15
60.5882,0.01,0.71888,1423.15
59.6704,0.01,0.72081,1423.15
59.349,0.01,0.72311,1423.15
60.3218,0.01,0.72478,1423.15
59.9334,0.01,0.72687,1423.15
59.5706,0.01,0.72887,1423.15
59.4208,0.01,0.73086,1423.15
59.5632,0.01,0.7328,1423.15
59.5538,0.01,0.73489,1423.15
59.1316,0.01,0.73722,1423.15
59.4176,0.01,0.73911,1423.15
60.108,0.01,0.74092,1423.15
59.6068,0.01,0.74288,1423.15
59.2188,0.01,0.74489,1423.15
59.2434,0.01,0.74679,1423.15
59.2972,0.01,0.74886,1423.15
58.9926,0.01,0.75088,1423.15
59.5468,0.01,0.75286,1423.15
59.6904,0.01,0.75504,1423.15
58.9192,0.01,0.75695,1423.15
58.735,0.01,0.75892,1423.15
58.8294,0.01,0.76088,1423.15
59.0648,0.01,0.7629,1423.15
59.0322,0.01,0.76492,1423.15
58.8982,0.01,0.76683,1423.15
59.3106,0.01,0.76901,1423.15
59.0522,0.01,0.77101,1423.15
58.7124,0.01,0.77292,1423.15
58.926,0.01,0.77494,1423.15
58.5462,0.01,0.77681,1423.15
59.0846,0.01,0.7788,1423.15
59.3572,0.01,0.7809,1423.15
58.8842,0.01,0.78303,1423.15
58.5662,0.01,0.78488,1423.15
59.3962,0.01,0.78705,1423.15
58.5706,0.01,0.78901,1423.15
57.8718,0.01,0.79106,1423.15
59.0746,0.01,0.79282,1423.15
59.119,0.01,0.7949,1423.15
58.6854,0.01,0.79716,1423.15
58.7718,0.01,0.79914,1423.15
58.8528,0.01,0.80116,1423.15
58.6372,0.01,0.80297,1423.15
58.2686,0.01,0.80481,1423.15
59.1328,0.01,0.80724,1423.15
58.6148,0.01,0.80901,1423.15
58.9716,0.01,0.81094,1423.15
58.5598,0.01,0.81314,1423.15
58.6692,0.01,0.81499,1423.15
58.752,0.01,0.81691,1423.15
58.919,0.01,0.81921,1423.15
58.8632,0.01,0.82105,1423.15
58.5884,0.01,0.82282,1423.15
58.8324,0.01,0.82511,1423.15
58.7224,0.01,0.82697,1423.15
58.8826,0.01,0.82884,1423.15
58.8488,0.01,0.83114,1423.15
58.689,0.01,0.83306,1423.15
58.5664,0.01,0.83485,1423.15
58.6808,0.01,0.8371,1423.15
58.7246,0.01,0.83901,1423.15
59.0138,0.01,0.8411,1423.15
58.8286,0.01,0.84294,1423.15
58.5978,0.01,0.84528,1423.15
58.7438,0.01,0.84675,1423.15
58.8334,0.01,0.84922,1423.15
58.787,0.01,0.85122,1423.15
58.7156,0.01,0.85273,1423.15
58.2522,0.01,0.85518,1423.15
58.4894,0.01,0.85721,1423.15
58.79,0.01,0.85925,1423.15
58.415,0.01,0.86108,1423.15
58.844,0.01,0.86273,1423.15
58.553,0.01,0.86474,1423.15
58.4028,0.01,0.86726,1423.15
58.881,0.01,0.86886,1423.15
58.3688,0.01,0.87087,1423.15
58.135,0.01,0.87274,1423.15
58.9904,0.01,0.87513,1423.15
58.0768,0.01,0.87698,1423.15
57.9334,0.01,0.87907,1423.15
58.2844,0.01,0.88111,1423.15
58.8072,0.01,0.8829,1423.15
58.6948,0.01,0.88497,1423.15
58.2922,0.01,0.88696,1423.15
58.1004,0.01,0.88905,1423.15
58.1178,0.01,0.89109,1423.15
58.2514,0.01,0.89316,1423.15
58.3528,0.01,0.89523,1423.15
58.3956,0.01,0.89683,1423.15
58.1138,0.01,0.89882,1423.15
58.1104,0.01,0.90082,1423.15
58.3362,0.01,0.90313,1423.15
57.9962,0.01,0.9051,1423.15
58.1076,0.01,0.90718,1423.15
58.1222,0.01,0.90879,1423.15
58.1204,0.01,0.91093,1423.15
58.0284,0.01,0.91198,1423.15
16.67108,0.01,0.00124,1123.15
23.2788,0.01,0.00245,1123.15
31.632,0.01,0.00429,1123.15
51.259,0.01,0.00713,1123.15
68.4258,0.01,0.00909,1123.15
89.883,0.01,0.0113,1123.15
109.903,0.01,0.01288,1123.15
138.81,0.01,0.01506,1123.15
167.87,0.01,0.01705,1123.15
198.272,0.01,0.01913,1123.15
227.13,0.01,0.02122,1123.15
247.214,0.01,0.02276,1123.15
269.462,0.01,0.02491,1123.15
287.32,0.01,0.02697,1123.15
303.196,0.01,0.02897,1123.15
314.612,0.01,0.03103,1123.15
323.044,0.01,0.03292,1123.15
331.438,0.01,0.03506,1123.15
342.176,0.01,0.03726,1123.15
351.114,0.01,0.03922,1123.15
361.302,0.01,0.04122,1123.15
369.496,0.01,0.04324,1123.15
378.008,0.01,0.04521,1123.15
383.26,0.01,0.04682,1123.15
389.366,0.01,0.04877,1123.15
396.564,0.01,0.05125,1123.15
402.77,0.01,0.05288,1123.15
406.158,0.01,0.05484,1123.15
410.828,0.01,0.05725,1123.15
416.058,0.01,0.05924,1123.15
420.112,0.01,0.0609,1123.15
421.704,0.01,0.06288,1123.15
424.178,0.01,0.06488,1123.15
426.016,0.01,0.06687,1123.15
428.84,0.01,0.06891,1123.15
429.414,0.01,0.07092,1123.15
431.518,0.01,0.07286,1123.15
433.656,0.01,0.07496,1123.15
434.51,0.01,0.07702,1123.15
434.592,0.01,0.07906,1123.15
433.62,0.01,0.08101,1123.15
434.448,0.01,0.08295,1123.15
435.232,0.01,0.08495,1123.15
436.862,0.01,0.08699,1123.15
436.712,0.01,0.08906,1123.15
436.34,0.01,0.09109,1123.15
435.416,0.01,0.09313,1123.15
435.354,0.01,0.09504,1123.15
436.142,0.01,0.09708,1123.15
435.898,0.01,0.09909,1123.15
434.92,0.01,0.10102,1123.15
435.666,0.01,0.10309,1123.15
435.258,0.01,0.10514,1123.15
433.802,0.01,0.10714,1123.15
431.826,0.01,0.10899,1123.15
433.81,0.01,0.11102,1123.15
434.57,0.01,0.11308,1123.15
432.964,0.01,0.11509,1123.15
432.286,0.01,0.11711,1123.15
431.756,0.01,0.11911,1123.15
430.688,0.01,0.12098,1123.15
432.098,0.01,0.12316,1123.15
430.098,0.01,0.12507,1123.15
429.602,0.01,0.12707,1123.15
428.672,0.01,0.12898,1123.15
429.706,0.01,0.13105,1123.15
428.51,0.01,0.13304,1123.15
427.262,0.01,0.13506,1123.15
425.678,0.01,0.13696,1123.15
427.686,0.01,0.139,1123.15
427.88,0.01,0.14111,1123.15
425.168,0.01,0.14306,1123.15
424.534,0.01,0.1451,1123.15
423.242,0.01,0.14695,1123.15
424.936,0.01,0.14911,1123.15
423.274,0.01,0.15115,1123.15
421.778,0.01,0.15313,1123.15
422.076,0.01,0.15506,1123.15
421.506,0.01,0.15712,1123.15
420.608,0.01,0.15917,1123.15
420.402,0.01,0.16122,1123.15
418.642,0.01,0.1631,1123.15
418.79,0.01,0.16519,1123.15
417.274,0.01,0.16709,1123.15
418.186,0.01,0.16919,1123.15
416.824,0.01,0.17117,1123.15
416.04,0.01,0.17313,1123.15
415.946,0.01,0.17521,1123.15
414.688,0.01,0.17714,1123.15
414.566,0.01,0.17919,1123.15
413.88,0.01,0.18117,1123.15
413.562,0.01,0.18275,1123.15
410.928,0.01,0.18516,1123.15
412.132,0.01,0.18717,1123.15
410.802,0.01,0.1892,1123.15
410.606,0.01,0.19115,1123.15
410.12,0.01,0.19323,1123.15
407.798,0.01,0.19516,1123.15
407.732,0.01,0.19712,1123.15
408.408,0.01,0.19914,1123.15
408.168,0.01,0.20122,1123.15
406.176,0.01,0.2032,1123.15
405.098,0.01,0.20513,1123.15
404.912,0.01,0.20714,1123.15
403.782,0.01,0.20919,1123.15
403.876,0.01,0.21113,1123.15
403.924,0.01,0.21314,1123.15
403.446,0.01,0.21475,1123.15
401.156,0.01,0.21721,1123.15
400.62,0.01,0.21923,1123.15
400.846,0.01,0.22121,1123.15
399.92,0.01,0.22312,1123.15
400.684,0.01,0.22478,1123.15
396.934,0.01,0.22714,1123.15
397.684,0.01,0.22913,1123.15
397.516,0.01,0.23124,1123.15
396.568,0.01,0.23326,1123.15
396.11,0.01,0.2352,1123.15
396.86,0.01,0.23683,1123.15
394.596,0.01,0.23878,1123.15
392.794,0.01,0.24122,1123.15
393.154,0.01,0.24325,1123.15
391.412,0.01,0.24512,1123.15
392.13,0.01,0.24717,1123.15
393.234,0.01,0.24875,1123.15
391.622,0.01,0.25089,1123.15
389.758,0.01,0.25283,1123.15
388.008,0.01,0.2548,1123.15
386.87,0.01,0.25715,1123.15
388.578,0.01,0.25924,1123.15
387.854,0.01,0.26078,1123.15
387.31,0.01,0.26278,1123.15
386.286,0.01,0.26486,1123.15
385.122,0.01,0.2668,1123.15
383.998,0.01,0.26876,1123.15
384.376,0.01,0.27118,1123.15
384.526,0.01,0.27279,1123.15
381.562,0.01,0.27515,1123.15
381.258,0.01,0.27704,1123.15
382.26,0.01,0.27918,1123.15
380.812,0.01,0.28109,1123.15
381.952,0.01,0.28319,1123.15
378.882,0.01,0.28503,1123.15
379.122,0.01,0.28707,1123.15
378.61,0.01,0.28909,1123.15
375.15,0.01,0.29084,1123.15
377.842,0.01,0.29299,1123.15
376.932,0.01,0.29505,1123.15
376.092,0.01,0.297,1123.15
374.966,0.01,0.29904,1123.15
374.218,0.01,0.30102,1123.15
375.528,0.01,0.30314,1123.15
372.958,0.01,0.3051,1123.15
372.322,0.01,0.30713,1123.15
372.232,0.01,0.30913,1123.15
370.408,0.01,0.31103,1123.15
371.244,0.01,0.31306,1123.15
371.882,0.01,0.31519,1123.15
369.992,0.01,0.31678,1123.15
369.032,0.01,0.31919,1123.15
368.866,0.01,0.32127,1123.15
367.73,0.01,0.32282,1123.15
366.632,0.01,0.32521,1123.15
367.076,0.01,0.32677,1123.15
366.262,0.01,0.3288,1123.15
364.926,0.01,0.33125,1123.15
366.92,0.01,0.33289,1123.15
365.302,0.01,0.3349,1123.15
363.778,0.01,0.33685,1123.15
363.024,0.01,0.33886,1123.15
362.476,0.01,0.34082,1123.15
363.024,0.01,0.34287,1123.15
362.34,0.01,0.34495,1123.15
360.916,0.01,0.34687,1123.15
360.38,0.01,0.34886,1123.15
360.398,0.01,0.3509,1123.15
359.82,0.01,0.35296,1123.15
359.044,0.01,0.35494,1123.15
357.674,0.01,0.35684,1123.15
357.04,0.01,0.35893,1123.15
357.042,0.01,0.36091,1123.15
356.536,0.01,0.36295,1123.15
355.556,0.01,0.3649,1123.15
356.076,0.01,0.36694,1123.15
356.018,0.01,0.36904,1123.15
353.912,0.01,0.37101,1123.15
352.47,0.01,0.37292,1123.15
353.452,0.01,0.37496,1123.15
352.798,0.01,0.37697,1123.15
351.352,0.01,0.37891,1123.15
351.848,0.01,0.38099,1123.15
350.364,0.01,0.38295,1123.15
349.678,0.01,0.38495,1123.15
350.358,0.01,0.38691,1123.15
350.266,0.01,0.38912,1123.15
347.68,0.01,0.39104,1123.15
346.284,0.01,0.39302,1123.15
346.372,0.01,0.39486,1123.15
347.226,0.01,0.39699,1123.15
346.33,0.01,0.39903,1123.15
345.592,0.01,0.40105,1123.15
344.79,0.01,0.40298,1123.15
344.398,0.01,0.40501,1123.15
344.106,0.01,0.40698,1123.15
343.342,0.01,0.40892,1123.15
343.752,0.01,0.41105,1123.15
342.398,0.01,0.41303,1123.15
341.894,0.01,0.41496,1123.15
340.956,0.01,0.41702,1123.15
339.94,0.01,0.419,1123.15
339.058,0.01,0.42096,1123.15
339.444,0.01,0.42309,1123.15
338.29,0.01,0.42498,1123.15
337.11,0.01,0.42692,1123.15
338.84,0.01,0.42898,1123.15
338.704,0.01,0.43112,1123.15
335.592,0.01,0.43298,1123.15
335.146,0.01,0.43502,1123.15
334.278,0.01,0.4369,1123.15
335.728,0.01,0.43898,1123.15
335.566,0.01,0.44118,1123.15
332.702,0.01,0.44305,1123.15
332.764,0.01,0.44508,1123.15
332.568,0.01,0.44707,1123.15
330.396,0.01,0.44902,1123.15
331.076,0.01,0.45102,1123.15
331.04,0.01,0.45308,1123.15
329.352,0.01,0.45504,1123.15
328.48,0.01,0.45702,1123.15
328.558,0.01,0.45903,1123.15
327.936,0.01,0.46106,1123.15
326.65,0.01,0.46299,1123.15
326.05,0.01,0.46488,1123.15
327.54,0.01,0.46706,1123.15
326.65,0.01,0.46909,1123.15
325.018,0.01,0.47106,1123.15
323.124,0.01,0.47285,1123.15
325.224,0.01,0.475,1123.15
323.31,0.01,0.47687,1123.15
324.488,0.01,0.47907,1123.15
322.842,0.01,0.4811,1123.15
321.77,0.01,0.48303,1123.15
321.072,0.01,0.48495,1123.15
320.858,0.01,0.48698,1123.15
320.276,0.01,0.48898,1123.15
318.906,0.01,0.49099,1123.15
317.44,0.01,0.4928,1123.15
318.37,0.01,0.49491,1123.15
317.742,0.01,0.49691,1123.15
316.898,0.01,0.49888,1123.15
316.266,0.01,0.50082,1123.15
316.234,0.01,0.50282,1123.15
314.378,0.01,0.50519,1123.15
315.3,0.01,0.50716,1123.15
316.456,0.01,0.50884,1123.15
314.42,0.01,0.51079,1123.15
312.15,0.01,0.51314,1123.15
312.76,0.01,0.51512,1123.15
311.496,0.01,0.51704,1123.15
311.794,0.01,0.51894,1123.15
312.202,0.01,0.52102,1123.15
310.76,0.01,0.52302,1123.15
309.888,0.01,0.525,1123.15
308.568,0.01,0.52682,1123.15
308.432,0.01,0.52887,1123.15
307.868,0.01,0.53119,1123.15
308.534,0.01,0.53282,1123.15
307.35,0.01,0.53523,1123.15
306.974,0.01,0.53718,1123.15
306.186,0.01,0.53919,1123.15
305.518,0.01,0.54119,1123.15
304.44,0.01,0.54303,1123.15
304.544,0.01,0.54515,1123.15
302.486,0.01,0.547,1123.15
303.398,0.01,0.54914,1123.15
303.294,0.01,0.55111,1123.15
302.906,0.01,0.55315,1123.15
300.984,0.01,0.55507,1123.15
302.8,0.01,0.5572,1123.15
302.754,0.01,0.55882,1123.15
300.958,0.01,0.56085,1123.15
299.882,0.01,0.56288,1123.15
299.764,0.01,0.56491,1123.15
299.332,0.01,0.56702,1123.15
298.444,0.01,0.56911,1123.15
297.82,0.01,0.57118,1123.15
297.704,0.01,0.57274,1123.15
297.418,0.01,0.57493,1123.15
296.566,0.01,0.57704,1123.15
295.38,0.01,0.57901,1123.15
295.722,0.01,0.58116,1123.15
294.928,0.01,0.58314,1123.15
294.82,0.01,0.5852,1123.15
293.97,0.01,0.58723,1123.15
294.26,0.01,0.58875,1123.15
293.862,0.01,0.59085,1123.15
292.888,0.01,0.59279,1123.15
292.794,0.01,0.59491,1123.15
291.896,0.01,0.59682,1123.15
291.164,0.01,0.59883,1123.15
291.506,0.01,0.60084,1123.15
290.878,0.01,0.60297,1123.15
290.084,0.01,0.60488,1123.15
289.122,0.01,0.6068,1123.15
289.67,0.01,0.60893,1123.15
288.942,0.01,0.6109,1123.15
288.214,0.01,0.61283,1123.15
288.026,0.01,0.61491,1123.15
287.94,0.01,0.61695,1123.15
286.726,0.01,0.61886,1123.15
286.858,0.01,0.62096,1123.15
286.292,0.01,0.62292,1123.15
285.462,0.01,0.62492,1123.15
285.284,0.01,0.62691,1123.15
284.898,0.01,0.62894,1123.15
283.616,0.01,0.63077,1123.15
284.362,0.01,0.63292,1123.15
284.946,0.01,0.63505,1123.15
282.398,0.01,0.63692,1123.15
283.206,0.01,0.63898,1123.15
282.838,0.01,0.64104,1123.15
280.83,0.01,0.64288,1123.15
280.726,0.01,0.64491,1123.15
281.544,0.01,0.64693,1123.15
281.458,0.01,0.64904,1123.15
280.528,0.01,0.65098,1123.15
280.202,0.01,0.65289,1123.15
280.53,0.01,0.65502,1123.15
279.822,0.01,0.65707,1123.15
278.494,0.01,0.659,1123.15
278.338,0.01,0.66104,1123.15
277.176,0.01,0.66285,1123.15
278.522,0.01,0.66508,1123.15
277.796,0.01,0.66706,1123.15
276.114,0.01,0.66903,1123.15
276.098,0.01,0.67096,1123.15
276.7,0.01,0.673,1123.15
277.028,0.01,0.67512,1123.15
276.54,0.01,0.6772,1123.15
275.754,0.01,0.67915,1123.15
274.804,0.01,0.68108,1123.15
274.204,0.01,0.68308,1123.15
274.416,0.01,0.68505,1123.15
274.434,0.01,0.68696,1123.15
274.162,0.01,0.68896,1123.15
274.354,0.01,0.69117,1123.15
272.298,0.01,0.69293,1123.15
272.608,0.01,0.69511,1123.15
272.866,0.01,0.69712,1123.15
273.21,0.01,0.6992,1123.15
272.388,0.01,0.70111,1123.15
271.834,0.01,0.70314,1123.15
271.572,0.01,0.70514,1123.15
270.406,0.01,0.70702,1123.15
270.842,0.01,0.70915,1123.15
270.346,0.01,0.71123,1123.15
269.99,0.01,0.7131,1123.15
270.32,0.01,0.71525,1123.15
269.38,0.01,0.71714,1123.15
269.188,0.01,0.71921,1123.15
268.542,0.01,0.72113,1123.15
268.456,0.01,0.72319,1123.15
267.728,0.01,0.72516,1123.15
267.956,0.01,0.7272,1123.15
267.204,0.01,0.72916,1123.15
266.834,0.01,0.7312,1123.15
266.696,0.01,0.73321,1123.15
266.504,0.01,0.73514,1123.15
266.284,0.01,0.73711,1123.15
266.484,0.01,0.7392,1123.15
265.582,0.01,0.74109,1123.15
265.666,0.01,0.74309,1123.15
264.456,0.01,0.74494,1123.15
265.638,0.01,0.747,1123.15
265.034,0.01,0.74894,1123.15
264.278,0.01,0.75114,1123.15
264.422,0.01,0.75301,1123.15
263.396,0.01,0.75513,1123.15
263.148,0.01,0.75683,1123.15
263.36,0.01,0.75894,1123.15
263.93,0.01,0.76077,1123.15
262.944,0.01,0.76299,1123.15
262.674,0.01,0.76478,1123.15
262.15,0.01,0.76728,1123.15
261.612,0.01,0.76908,1123.15
262.128,0.01,0.77073,1123.15
262.048,0.01,0.77298,1123.15
261.058,0.01,0.77513,1123.15
260.748,0.01,0.77679,1123.15
259.82,0.01,0.77889,1123.15
259.896,0.01,0.78114,1123.15
259.81,0.01,0.78273,1123.15
259.404,0.01,0.78505,1123.15
259.376,0.01,0.78722,1123.15
259.184,0.01,0.78887,1123.15
258.75,0.01,0.79092,1123.15
257.292,0.01,0.79303,1123.15
257.518,0.01,0.79494,1123.15
258.43,0.01,0.79718,1123.15
259.066,0.01,0.799,1123.15
257.94,0.01,0.80103,1123.15
257.384,0.01,0.80312,1123.15
256.41,0.01,0.80507,1123.15
255.214,0.01,0.80695,1123.15
256.61,0.01,0.80913,1123.15
256.722,0.01,0.81118,1123.15
256.424,0.01,0.81279,1123.15
255.584,0.01,0.81516,1123.15
254.644,0.01,0.81708,1123.15
255.198,0.01,0.8187,1123.15
255.354,0.01,0.82125,1123.15
255.248,0.01,0.82288,1123.15
254.308,0.01,0.82481,1123.15
254.278,0.01,0.82679,1123.15
253.92,0.01,0.82875,1123.15
253.582,0.01,0.83084,1123.15
253.424,0.01,0.83279,1123.15
253.326,0.01,0.8349,1123.15
252.946,0.01,0.83687,1123.15
252.34,0.01,0.83893,1123.15
251.646,0.01,0.84075,1123.15
252.758,0.01,0.84291,1123.15
253.14,0.01,0.84504,1123.15
252.5,0.01,0.84696,1123.15
252.252,0.01,0.84901,1123.15
251.122,0.01,0.85093,1123.15
251.186,0.01,0.85296,1123.15
250.992,0.01,0.85497,1123.15
250.754,0.01,0.85694,1123.15
250.588,0.01,0.85888,1123.15
250.404,0.01,0.86095,1123.15
249.864,0.01,0.86299,1123.15
249.882,0.01,0.86499,1123.15
249.696,0.01,0.867,1123.15
249.336,0.01,0.86898,1123.15
249.616,0.01,0.87104,1123.15
249.55,0.01,0.87299,1123.15
249.164,0.01,0.87493,1123.15
249.094,0.01,0.87701,1123.15
248.3,0.01,0.87897,1123.15
249.072,0.01,0.88099,1123.15
248.542,0.01,0.88309,1123.15
247.63,0.01,0.88496,1123.15
247.864,0.01,0.88692,1123.15
247.628,0.01,0.88883,1123.15
247.722,0.01,0.89118,1123.15
247.652,0.01,0.89292,1123.15
247.572,0.01,0.89485,1123.15
247.102,0.01,0.89678,1123.15
247.25,0.01,0.899,1123.15
247.452,0.01,0.90108,1123.15
247.1,0.01,0.90306,1123.15
246.98,0.01,0.90518,1123.15
247.044,0.01,0.90688,1123.15
246.992,0.01,0.90921,1123.15
246.21,0.01,0.91108,1123.15
245.354,0.01,0.91216,1123.15
18.83864,0.01,0.00214,1173.15
25.2238,0.01,0.00436,1173.15
32.8588,0.01,0.00641,1173.15
48.896,0.01,0.00923,1173.15
63.0396,0.01,0.01118,1173.15
81.6746,0.01,0.01329,1173.15
100.3858,0.01,0.01507,1173.15
125.762,0.01,0.01691,1173.15
154.44,0.01,0.01894,1173.15
184.896,0.01,0.02111,1173.15
211.27,0.01,0.02312,1173.15
227.512,0.01,0.02493,1173.15
239.598,0.01,0.02709,1173.15
248.65,0.01,0.029,1173.15
257.386,0.01,0.03122,1173.15
259.096,0.01,0.03294,1173.15
263.954,0.01,0.03517,1173.15
269.652,0.01,0.03717,1173.15
274.828,0.01,0.03921,1173.15
277.19,0.01,0.04081,1173.15
280.156,0.01,0.04324,1173.15
285.17,0.01,0.04523,1173.15
288.842,0.01,0.04724,1173.15
290.75,0.01,0.04877,1173.15
296.108,0.01,0.0513,1173.15
298.628,0.01,0.05284,1173.15
300.794,0.01,0.05479,1173.15
304.498,0.01,0.05721,1173.15
308.374,0.01,0.05876,1173.15
310.754,0.01,0.06086,1173.15
311.414,0.01,0.06278,1173.15
315.052,0.01,0.06524,1173.15
316.938,0.01,0.06678,1173.15
318.984,0.01,0.06882,1173.15
320.62,0.01,0.07088,1173.15
320.516,0.01,0.07293,1173.15
321.156,0.01,0.07484,1173.15
323.436,0.01,0.07701,1173.15
323.182,0.01,0.07896,1173.15
323.686,0.01,0.08094,1173.15
323.24,0.01,0.08288,1173.15
325.234,0.01,0.08492,1173.15
324.838,0.01,0.087,1173.15
323.88,0.01,0.08879,1173.15
326.494,0.01,0.09094,1173.15
327.214,0.01,0.09298,1173.15
326.402,0.01,0.09499,1173.15
325.304,0.01,0.09699,1173.15
324.582,0.01,0.09894,1173.15
326.456,0.01,0.10101,1173.15
326.996,0.01,0.103,1173.15
325.418,0.01,0.10501,1173.15
325.868,0.01,0.10698,1173.15
325.966,0.01,0.109,1173.15
324.91,0.01,0.11098,1173.15
325.316,0.01,0.11303,1173.15
325.746,0.01,0.115,1173.15
324.56,0.01,0.11692,1173.15
325.482,0.01,0.11897,1173.15
325.932,0.01,0.12106,1173.15
324.72,0.01,0.12301,1173.15
324.818,0.01,0.12502,1173.15
324.564,0.01,0.12702,1173.15
324.398,0.01,0.12905,1173.15
323.784,0.01,0.131,1173.15
324.452,0.01,0.13304,1173.15
324.024,0.01,0.13503,1173.15
323.706,0.01,0.13697,1173.15
324.726,0.01,0.13905,1173.15
323.796,0.01,0.14103,1173.15
323.07,0.01,0.14301,1173.15
322.694,0.01,0.14504,1173.15
324.426,0.01,0.14708,1173.15
323.104,0.01,0.14902,1173.15
323.008,0.01,0.15106,1173.15
321.66,0.01,0.15306,1173.15
323.046,0.01,0.1551,1173.15
321.544,0.01,0.15707,1173.15
321.828,0.01,0.15903,1173.15
322.94,0.01,0.1611,1173.15
320.292,0.01,0.16299,1173.15
322.566,0.01,0.16509,1173.15
321.49,0.01,0.16711,1173.15
320.84,0.01,0.16902,1173.15
321.18,0.01,0.17104,1173.15
320.152,0.01,0.17305,1173.15
319.982,0.01,0.17496,1173.15
321.08,0.01,0.17708,1173.15
320.236,0.01,0.17911,1173.15
319.604,0.01,0.18109,1173.15
318.44,0.01,0.18301,1173.15
321.694,0.01,0.18509,1173.15
320.644,0.01,0.18723,1173.15
317.856,0.01,0.18915,1173.15
317.834,0.01,0.19111,1173.15
318.216,0.01,0.19304,1173.15
318.282,0.01,0.19503,1173.15
318.894,0.01,0.19715,1173.15
317.98,0.01,0.19911,1173.15
317.484,0.01,0.20108,1173.15
316.54,0.01,0.20311,1173.15
317.168,0.01,0.20508,1173.15
317.588,0.01,0.20711,1173.15
318.428,0.01,0.20916,1173.15
316.196,0.01,0.21114,1173.15
315.826,0.01,0.21308,1173.15
316.636,0.01,0.21512,1173.15
315.054,0.01,0.21715,1173.15
314.994,0.01,0.21907,1173.15
316.404,0.01,0.22112,1173.15
316.908,0.01,0.22318,1173.15
314.876,0.01,0.22517,1173.15
314.556,0.01,0.22718,1173.15
314.134,0.01,0.2291,1173.15
314.67,0.01,0.23113,1173.15
313.996,0.01,0.2331,1173.15
313.082,0.01,0.23503,1173.15
313.908,0.01,0.23704,1173.15
316.178,0.01,0.23922,1173.15
313.084,0.01,0.24115,1173.15
313.56,0.01,0.24327,1173.15
313.752,0.01,0.24479,1173.15
312.752,0.01,0.24676,1173.15
312.518,0.01,0.24922,1173.15
312.44,0.01,0.2512,1173.15
312.214,0.01,0.25321,1173.15
311.93,0.01,0.25518,1173.15
312.29,0.01,0.25722,1173.15
311.044,0.01,0.25918,1173.15
312.206,0.01,0.26119,1173.15
311.718,0.01,0.26324,1173.15
309.868,0.01,0.26507,1173.15
310.658,0.01,0.26707,1173.15
311.758,0.01,0.26916,1173.15
312.046,0.01,0.27078,1173.15
310.626,0.01,0.27276,1173.15
310.38,0.01,0.27477,1173.15
309.556,0.01,0.27722,1173.15
310.066,0.01,0.27877,1173.15
310.0,0.01,0.28083,1173.15
309.38,0.01,0.28274,1173.15
309.482,0.01,0.28482,1173.15
309.174,0.01,0.28685,1173.15
308.826,0.01,0.28883,1173.15
308.66,0.01,0.29084,1173.15
308.52,0.01,0.29274,1173.15
308.59,0.01,0.29527,1173.15
308.77,0.01,0.29684,1173.15
306.368,0.01,0.29921,1173.15
308.028,0.01,0.30122,1173.15
309.018,0.01,0.30281,1173.15
307.978,0.01,0.30485,1173.15
307.156,0.01,0.30689,1173.15
306.908,0.01,0.30882,1173.15
307.562,0.01,0.31086,1173.15
305.888,0.01,0.31282,1173.15
306.374,0.01,0.31482,1173.15
306.066,0.01,0.31685,1173.15
306.144,0.01,0.31926,1173.15
307.334,0.01,0.32089,1173.15
305.338,0.01,0.3228,1173.15
306.426,0.01,0.32492,1173.15
304.956,0.01,0.3269,1173.15
304.58,0.01,0.32889,1173.15
304.442,0.01,0.33095,1173.15
302.328,0.01,0.3332,1173.15
303.854,0.01,0.33472,1173.15
306.068,0.01,0.33689,1173.15
305.136,0.01,0.33896,1173.15
303.6,0.01,0.34095,1173.15
303.112,0.01,0.34289,1173.15
