,Strain,Strain_rate,Stress,Temperature,A_opt,alpha_opt,n_opt,Q_act_opt,sigma_pred,error,ln_A,Q_RT,ln_Strain_rate,abs_error
35,0.19719,0.01,138.886,1273.15,2.235117860574549e+20,0.0176136114874509,14.516523272603546,615070.2139816227,139.56612537173697,-0.6801253717369775,46.85599582059388,58.10788942044457,-4.605170185988091,0.6801253717369775
36,0.19903,0.01,137.79,1273.15,2.235117860574549e+20,0.0176136114874509,14.516523272603546,615070.2139816227,139.56612537173697,-1.7761253717369812,46.85599582059388,58.10788942044457,-4.605170185988091,1.7761253717369812
37,0.20118,0.01,139.106,1273.15,2.235117860574549e+20,0.0176136114874509,14.516523272603546,615070.2139816227,139.56612537173697,-0.4601253717369786,46.85599582059388,58.10788942044457,-4.605170185988091,0.4601253717369786
38,0.20318,0.01,138.532,1273.15,2.235117860574549e+20,0.0176136114874509,14.516523272603546,615070.2139816227,139.56612537173697,-1.0341253717369625,46.85599582059388,58.10788942044457,-4.605170185988091,1.0341253717369625
39,0.20509,0.01,137.91,1273.15,2.235117860574549e+20,0.0176136114874509,14.516523272603546,615070.2139816227,139.56612537173697,-1.6561253717369766,46.85599582059388,58.10788942044457,-4.605170185988091,1.6561253717369766
40,0.20712,0.01,139.414,1273.15,2.235117860574549e+20,0.0176136114874509,14.516523272603546,615070.2139816227,139.56612537173697,-0.1521253717369859,46.85599582059388,58.10788942044457,-4.605170185988091,0.1521253717369859
41,0.20912,0.01,139.178,1273.15,2.235117860574549e+20,0.0176136114874509,14.516523272603546,615070.2139816227,139.56612537173697,-0.3881253717369759,46.85599582059388,58.10788942044457,-4.605170185988091,0.3881253717369759
42,0.21113,0.01,139.29,1273.15,2.235117860574549e+20,0.0176136114874509,14.516523272603546,615070.2139816227,139.56612537173697,-0.2761253717369811,46.85599582059388,58.10788942044457,-4.605170185988091,0.2761253717369811
43,0.21314,0.01,139.342,1273.15,2.235117860574549e+20,0.0176136114874509,14.516523272603546,615070.2139816227,139.56612537173697,-0.2241253717369602,46.85599582059388,58.10788942044457,-4.605170185988091,0.2241253717369602
44,0.21512,0.01,139.328,1273.15,2.235117860574549e+20,0.0176136114874509,14.516523272603546,615070.2139816227,139.56612537173697,-0.2381253717369702,46.85599582059388,58.10788942044457,-4.605170185988091,0.2381253717369702
45,0.21705,0.01,139.258,1273.15,2.235117860574549e+20,0.0176136114874509,14.516523272603546,615070.2139816227,139.56612537173697,-0.3081253717369634,46.85599582059388,58.10788942044457,-4.605170185988091,0.3081253717369634
46,0.21915,0.01,139.75,1273.15,2.235117860574549e+20,0.0176136114874509,14.516523272603546,615070.2139816227,139.56612537173697,0.1838746282630268,46.85599582059388,58.10788942044457,-4.605170185988091,0.1838746282630268
47,0.22121,0.01,140.282,1273.15,2.235117860574549e+20,0.0176136114874509,14.516523272603546,615070.2139816227,139.56612537173697,0.7158746282630375,46.85599582059388,58.10788942044457,-4.605170185988091,0.7158746282630375
48,0.22315,0.01,139.422,1273.15,2.235117860574549e+20,0.0176136114874509,14.516523272603546,615070.2139816227,139.56612537173697,-0.1441253717369761,46.85599582059388,58.10788942044457,-4.605170185988091,0.1441253717369761
49,0.22513,0.01,139.834,1273.15,2.235117860574549e+20,0.0176136114874509,14.516523272603546,615070.2139816227,139.56612537173697,0.26787462826303,46.85599582059388,58.10788942044457,-4.605170185988091,0.26787462826303
50,0.22706,0.01,139.332,1273.15,2.235117860574549e+20,0.0176136114874509,14.516523272603546,615070.2139816227,139.56612537173697,-0.2341253717369795,46.85599582059388,58.10788942044457,-4.605170185988091,0.2341253717369795
51,0.22922,0.01,140.916,1273.15,2.235117860574549e+20,0.0176136114874509,14.516523272603546,615070.2139816227,139.56612537173697,1.3498746282630236,46.85599582059388,58.10788942044457,-4.605170185988091,1.3498746282630236
52,0.23079,0.01,140.592,1273.15,2.235117860574549e+20,0.0176136114874509,14.516523272603546,615070.2139816227,139.56612537173697,1.0258746282630398,46.85599582059388,58.10788942044457,-4.605170185988091,1.0258746282630398
53,0.23319,0.01,139.17,1273.15,2.235117860574549e+20,0.0176136114874509,14.516523272603546,615070.2139816227,139.56612537173697,-0.3961253717369857,46.85599582059388,58.10788942044457,-4.605170185988091,0.3961253717369857
