train_losses,valid_losses,test_losses
0.999873811006546,202.32319196065268,208.63079071044922
1.0028656856580214,202.32556279500326,208.63317362467447
1.0006442601030523,202.32402229309082,208.63161404927573
1.0045634990388697,202.32658449808756,208.63420867919922
1.0049354309385472,202.323756535848,208.63133684794107
1.0004620492458343,202.32992935180664,208.637570699056
1.004076846079393,202.32489140828451,208.6324723561605
0.999315960298885,202.329953511556,208.63759803771973
1.0050693316893144,202.33169809977213,208.63934516906738
1.0043133692307906,202.3289000193278,208.63651847839355
1.0032960517839953,202.3269837697347,208.63456217447916
1.0010738703337583,202.32570457458496,208.63327725728354
1.0009808079762892,202.32171694437662,208.6292241414388
1.00122807784514,202.32806968688965,208.63564745585123
1.0010817706584931,202.31482378641763,208.62225087483725
1.0014082616025752,202.3261013031006,208.63364219665527
1.0031560616059736,202.32846959431967,208.63602765401205
1.0041878407651728,202.33101654052734,208.63860003153482
1.0044485661116513,202.32351620992026,208.63099988301596
1.002785687013106,202.31553586324057,208.62294006347656
1.004080252755772,202.32442410786948,208.63189697265625
1.0004024863243104,202.3210538228353,208.62848472595215
1.00026264407418,202.32698694864908,208.63448842366537
1.0054001992399042,202.3318920135498,208.63943354288736
1.0030281494964253,202.32792536417642,208.63543128967285
1.0040007656270808,202.32939592997232,208.63691329956055
1.0052958163348111,202.3273639678955,208.63486289978027
0.9998514484275471,202.31859715779623,208.6259994506836
0.9996384598992087,202.32555452982584,208.633025487264
1.0084956434640018,202.3189608256022,208.62635930379233
1.0029442169449545,202.32377688090006,208.63123257954916
1.0020922834222967,202.31294631958008,208.6202850341797
1.0054284897717563,202.32287152608237,208.63030560811362
1.0032331477512013,202.3339055379232,208.6414655049642
1.0025356607003646,202.3186410268148,208.62600644429526
1.000875241648067,202.31861877441406,208.6259848276774
1.0019908980889753,202.32597287495932,208.63342094421387
1.0009574700485577,202.32222175598145,208.62954584757486
1.002237019213763,202.31951014200845,208.62680308024088
1.007807812907479,202.31647809346518,208.62366803487143
1.0031649497422306,202.31610425313315,208.62332979838052
1.00199436545372,202.31620152791342,208.6233425140381
1.003139701756564,202.31472969055176,208.62179056803384
1.002600768479434,202.32468541463217,208.63185691833496
1.0014747381210327,202.31574376424155,208.62277030944824
1.0029855798591267,202.30804888407388,208.61488469441733
1.0009012617848136,202.33405558268228,208.64119021097818
1.0044693800536069,202.31789779663086,208.62469291687012
1.0042628981850363,202.33779335021973,208.644775390625
1.006436682289297,202.32353528340658,208.62997563680014
1.003156528147784,202.32175636291504,208.62790298461914
1.000327392057939,202.3183765411377,208.62431526184082
1.0000497102737427,202.31790733337402,208.62374687194824
1.0054683262651616,202.2898743947347,208.59516143798828
0.9995403929190202,202.31110509236655,208.61670684814453
1.000339441949671,202.30382855733237,208.60924084981283
1.0019829630851746,202.3027718861898,208.608003616333
1.0006406491452997,202.2586409250895,208.5627841949463
1.0002594969489358,202.25465710957846,208.55851809183756
1.0026301048018715,202.2576993306478,208.56136322021484
1.0003375432708046,202.25853411356607,208.5619970957438
1.004186145283959,202.25294876098633,208.5562655131022
1.0001642861149527,202.2554734547933,208.55852635701498
1.0021393217823722,202.2612622578939,208.56432088216147
1.0005306574431332,202.25057156880698,208.55323028564453
1.0003792946988885,202.23412132263184,208.53630701700845
0.9995853722095489,202.2385679880778,208.54081535339355
1.0036334005269136,202.2468967437744,208.5492426554362
1.003873718326742,202.23226737976074,208.53401565551758
1.0011622185056859,202.19529660542807,208.49625523885092
1.0026660946282473,202.19241841634116,208.4930674235026
1.0044594797221098,202.18447240193686,208.4847469329834
1.0005052317272534,202.2430419921875,208.54429562886557
0.99877840497277,202.21078046162924,208.51091766357422
1.0015646235509352,202.22508748372397,208.52534357706705
0.999741929769516,202.23349698384604,208.5336570739746
1.0020279548384927,202.2275416056315,208.52729670206705
1.000061070919037,202.21333821614584,208.5125732421875
1.0002544614401732,202.1667683919271,208.46458625793457
0.9990086712620475,202.1874853769938,208.48541514078775
1.0001058074561033,202.18622207641602,208.48377164204916
1.0014518000862815,202.16736348470053,208.4641933441162
1.0015339201146907,202.19676208496094,208.49410502115884
1.003238641132008,202.19876289367676,208.4958667755127
1.0001152737574144,202.1750456492106,208.47122955322266
1.0070838939059865,202.1798127492269,208.47584279378256
1.001367831772024,202.2240753173828,208.52173932393393
1.000129073858261,202.14382044474283,208.43863932291666
