Strain,Strain_rate,Stress,Temperature
0.88337,0.5,265.314,1293.15
0.75492,1.0,310.264,1223.15
0.38698,0.01,136.11,1273.15
0.62473,1.0,405.712,1173.15
0.42311,0.5,417.284,1173.15
0.36493,0.01,182.388,1223.15
0.23321,0.01,110.084,1323.15
0.32277,1.0,585.274,1073.15
0.4371,0.01,105.284,1323.15
0.17112,0.01,188.978,1223.15
0.50523,0.5,281.118,1273.15
0.40106,0.1,535.426,1123.15
0.15108,0.5,213.114,1323.15
0.37298,0.01,87.3016,1373.15
0.13895,0.01,90.216,1373.15
0.84882,0.01,147.826,1223.15
0.64513,0.01,74.899,1373.15
0.477,0.1,147.644,1323.15
0.84494,0.01,113.214,1273.15
0.19303,0.5,186.748,1373.15
0.18707,0.5,337.91,1223.15
0.6312,0.1,113.898,1423.15
0.65715,1.0,445.4,1073.15
0.15672,0.5,183.112,1373.15
0.19119,0.01,75.9778,1423.15
0.2128,0.01,75.6862,1423.15
0.37085,1.0,561.226,1073.15
0.7694,0.1,235.886,1223.15
0.33491,0.01,70.9114,1423.15
0.43715,0.1,367.74,1173.15
0.39297,1.0,288.83,1273.15
0.77474,1.0,430.226,1073.15
0.87304,0.5,161.068,1423.15
0.51889,1.0,335.362,1223.15
0.5589,0.5,232.922,1323.15
0.38292,0.01,134.976,1273.15
0.43704,0.5,231.868,1323.15
0.68307,0.01,118.114,1273.15
0.88689,0.1,104.172,1423.15
0.27255,0.1,411.808,1173.15
0.35697,0.5,529.918,1123.15
0.79885,1.0,264.808,1273.15
0.70474,1.0,231.476,1323.15
0.21258,0.1,125.058,1423.15
0.39319,0.1,249.808,1223.15
0.84929,0.1,131.484,1323.15
0.5852,0.01,294.82,1123.15
0.6771,0.1,111.114,1423.15
0.437,0.01,179.07,1223.15
0.20497,1.0,236.868,1323.15
0.32122,0.5,293.534,1273.15
0.80488,0.5,275.698,1273.15
0.86526,0.01,68.7918,1373.15
0.26498,0.5,554.184,1123.15
0.20531,0.1,125.496,1423.15
0.3288,0.1,152.868,1323.15
0.58517,0.01,165.908,1223.15
0.19071,0.5,294.154,1273.15
0.20085,1.0,355.254,1223.15
0.41682,0.1,172.278,1273.15
0.63498,0.01,121.184,1273.15
0.48106,0.5,258.242,1293.15
0.28515,0.1,579.624,1123.15
0.25089,0.5,159.124,1423.15
0.42104,0.01,67.473,1423.15
0.14315,0.1,243.394,1223.15
0.84105,0.5,195.004,1373.15
0.82109,0.5,324.98,1223.15
0.85516,0.01,147.672,1223.15
0.3208,0.01,70.7936,1423.15
0.8669,0.5,283.152,1273.15
0.28892,0.01,72.7506,1423.15
0.58692,0.5,468.172,1123.15
0.79912,0.1,133.83,1323.15
0.16481,0.1,250.464,1223.15
0.54908,1.0,420.8,1173.15
0.5314,0.1,350.236,1173.15
0.59894,1.0,172.764,1423.15
0.73691,1.0,433.56,1073.15
0.47097,0.1,147.726,1323.15
0.6068,0.01,289.122,1123.15
0.13672,0.5,334.724,1223.15
0.82679,0.01,254.278,1123.15
0.36924,0.1,124.398,1423.15
0.25132,0.1,256.894,1223.15
0.79925,0.5,457.144,1123.15
0.26926,0.5,163.48,1423.15
0.20703,0.1,255.022,1223.15
0.60887,1.0,205.134,1373.15
0.19894,0.1,123.926,1423.15
0.15516,0.5,182.84,1373.15
0.43301,0.01,66.972,1423.15
0.39325,0.1,172.92,1273.15
0.47699,0.5,282.896,1273.15
0.47671,0.5,232.57,1323.15
0.20486,0.5,186.044,1373.15
0.147,1.0,165.506,1423.15
0.74515,0.1,322.322,1173.15
0.89099,0.01,146.55,1223.15
0.32492,0.01,139.14,1273.15
0.38664,0.1,122.95,1423.15
0.61285,1.0,173.01,1423.15
0.26071,0.5,159.76,1423.15
0.13286,0.01,89.2668,1373.15
0.40082,0.5,262.652,1293.15
0.65906,0.5,163.726,1423.15
0.40698,0.01,344.106,1123.15
0.58719,0.5,198.006,1373.15
0.3089,0.01,139.248,1273.15
0.45924,0.5,410.74,1173.15
0.40282,0.5,232.034,1323.15
0.47942,0.1,120.05,1423.15
0.42898,0.01,338.84,1123.15
0.70918,0.01,117.202,1273.15
0.26892,0.1,587.842,1123.15
0.60512,0.5,329.718,1223.15
0.55675,1.0,280.34,1273.15
0.43303,0.5,338.394,1223.15
0.14504,0.01,322.694,1173.15
0.547,0.01,302.486,1123.15
0.76489,0.01,153.324,1223.15
0.4726,0.1,362.52,1173.15
0.78531,0.5,324.578,1223.15
0.74105,0.5,196.428,1373.15
0.75927,0.1,134.776,1323.15
0.16699,0.5,336.288,1223.15
0.6351,0.5,384.734,1173.15
0.34681,0.5,432.444,1173.15
0.85484,0.01,69.2876,1373.15
0.2366,0.1,125.656,1423.15
0.79727,0.5,457.83,1123.15
0.1412,1.0,271.862,1273.15
0.38489,0.5,338.724,1223.15
0.23309,0.5,266.368,1293.15
0.30125,0.1,152.532,1323.15
0.50518,0.1,356.178,1173.15
0.54491,0.01,125.772,1273.15
0.37692,0.5,228.258,1323.15
0.21091,1.0,355.418,1223.15
0.3092,0.5,265.63,1293.15
0.47301,0.1,148.326,1323.15
0.79124,1.0,308.848,1223.15
0.28487,0.5,294.21,1273.15
0.82126,0.5,260.396,1293.15
0.80525,0.5,457.432,1123.15
0.53083,0.01,170.624,1223.15
0.67515,0.5,272.256,1273.15
0.51721,0.1,352.316,1173.15
0.77898,1.0,229.152,1323.15
0.55727,1.0,207.704,1373.15
0.84037,1.0,379.652,1173.15
0.42281,1.0,243.324,1323.15
0.4572,0.5,411.264,1173.15
0.47517,0.1,511.114,1123.15
0.41481,0.1,172.768,1273.15
0.32716,1.0,172.766,1423.15
0.22078,1.0,203.738,1373.15
0.56085,0.01,300.958,1123.15
0.21499,0.5,454.428,1173.15
0.4751,0.5,495.446,1123.15
0.65263,0.1,112.676,1423.15
0.37881,0.5,289.466,1273.15
0.33119,1.0,209.454,1373.15
0.39284,1.0,349.16,1223.15
0.30894,0.1,400.166,1173.15
0.30308,1.0,472.356,1173.15
0.55918,1.0,418.344,1173.15
0.62526,0.5,329.226,1223.15
0.13119,0.5,568.952,1123.15
0.79716,0.01,58.6854,1423.15
0.68881,0.01,91.2138,1323.15
0.15892,0.01,91.5722,1373.15
0.907,0.1,232.618,1223.15
0.60053,0.1,162.292,1273.15
0.69906,0.5,196.878,1373.15
0.4172,1.0,449.712,1173.15
0.72907,0.1,324.734,1173.15
0.28075,0.1,408.298,1173.15
0.47498,0.5,258.512,1293.15
0.28117,0.5,444.81,1173.15
0.73503,0.1,448.742,1123.15
0.43136,0.1,370.024,1173.15
0.3407,0.1,150.908,1323.15
0.38121,1.0,174.57,1423.15
0.43922,0.01,288.656,1173.15
0.87325,0.1,132.75,1323.15
0.70279,0.5,228.416,1323.15
0.75291,0.5,163.81,1423.15
0.77681,0.01,58.5462,1423.15
0.70115,1.0,392.196,1173.15
0.39302,0.01,86.4432,1373.15
0.48666,0.1,246.006,1223.15
0.56476,0.01,63.0034,1423.15
0.24114,0.5,560.424,1123.15
0.33685,0.01,363.778,1123.15
0.18719,0.5,569.85,1123.15
0.88118,0.5,160.986,1423.15
0.70503,1.0,269.608,1273.15
0.81304,0.1,132.972,1323.15
0.18493,0.5,217.102,1323.15
0.36697,1.0,175.292,1423.15
0.38897,0.01,85.5654,1373.15
0.52939,0.1,350.946,1173.15
0.62298,0.1,159.998,1273.15
0.42501,1.0,174.784,1423.15
0.25127,0.5,449.47,1173.15
0.78861,0.5,195.196,1373.15
0.44108,0.01,104.68,1323.15
0.3669,0.01,300.586,1173.15
0.41692,0.01,292.39,1173.15
0.129,0.01,189.306,1223.15
0.39519,0.5,164.432,1423.15
0.5013,0.1,147.154,1323.15
0.55724,1.0,330.166,1223.15
0.43681,0.5,337.584,1223.15
0.17881,0.5,292.24,1273.15
0.149,0.01,107.592,1323.15
0.57095,0.01,123.774,1273.15
0.48534,0.1,169.358,1273.15
0.90108,0.01,247.452,1123.15
0.52925,0.5,199.408,1373.15
0.72673,1.0,390.046,1173.15
0.86511,0.1,131.394,1323.15
0.26741,0.1,410.93,1173.15
0.80902,0.1,132.764,1323.15
0.20903,0.5,218.876,1323.15
0.20321,0.1,599.546,1123.15
0.59497,0.1,339.08,1173.15
0.3208,1.0,286.2,1273.15
0.46286,1.0,342.552,1223.15
0.31741,0.1,255.286,1223.15
0.7072,1.0,436.944,1073.15
0.6928,0.1,110.516,1423.15
0.48313,0.01,81.3686,1373.15
0.40255,0.1,172.792,1273.15
0.57304,1.0,172.606,1423.15
0.44526,0.1,121.53,1423.15
0.22495,0.5,337.95,1223.15
0.29516,0.5,226.708,1323.15
0.38699,0.5,520.114,1123.15
0.16478,0.1,150.226,1323.15
0.22692,0.5,221.156,1323.15
0.23886,0.1,256.88,1223.15
0.71724,1.0,231.218,1323.15
0.13292,1.0,269.966,1273.15
0.26094,0.5,191.916,1373.15
0.23046,0.1,125.366,1423.15
0.72883,1.0,168.896,1423.15
0.14872,0.1,246.61,1223.15
0.35885,0.5,338.404,1223.15
0.53492,1.0,240.67,1323.15
0.89122,0.1,429.812,1123.15
0.17104,1.0,646.712,1073.15
0.60278,0.01,266.26,1173.15
0.33126,1.0,582.268,1073.15
0.37898,0.01,87.0666,1373.15
0.33894,0.5,194.524,1373.15
0.175,0.5,215.896,1323.15
0.54884,0.01,125.274,1273.15
0.26307,0.5,445.222,1173.15
0.80284,1.0,167.698,1423.15
0.71301,0.5,326.622,1223.15
0.22276,0.5,267.118,1293.15
0.49709,0.01,128.04,1273.15
0.44096,1.0,443.766,1173.15
0.55278,1.0,239.594,1323.15
0.76277,1.0,431.92,1073.15
0.31518,0.1,152.488,1323.15
0.29515,0.1,125.866,1423.15
0.32686,1.0,354.764,1223.15
0.79509,0.1,148.426,1273.15
0.46108,0.1,513.634,1123.15
0.30517,1.0,208.0,1373.15
0.5489,0.5,396.5,1173.15
0.68125,0.1,458.97,1123.15
0.89314,0.01,112.2,1273.15
0.25295,0.5,448.57,1173.15
0.1411,0.01,134.93,1273.15
0.53679,0.01,78.7864,1373.15
0.31483,0.5,227.408,1323.15
0.74901,1.0,168.412,1423.15
0.45282,1.0,175.28,1423.15
0.33322,0.1,396.186,1173.15
0.66716,0.1,238.732,1223.15
0.50679,0.5,167.546,1423.15
0.76129,0.1,324.838,1173.15
0.27121,0.5,444.418,1173.15
0.87673,0.5,224.256,1323.15
0.2072,0.01,75.9678,1423.15
0.74478,1.0,168.3,1423.15
0.52488,0.01,99.9314,1323.15
0.24883,0.01,189.496,1223.15
0.13107,0.01,105.344,1323.15
0.67513,0.01,118.59,1273.15
0.21505,0.1,600.464,1123.15
0.75896,0.5,163.694,1423.15
0.68904,0.1,237.778,1223.15
0.51285,0.5,279.846,1273.15
0.46085,0.5,198.384,1373.15
0.1912,1.0,169.084,1423.15
0.22121,0.01,188.034,1223.15
0.86288,0.5,159.06,1423.15
0.49099,0.01,318.906,1123.15
0.59705,1.0,325.882,1223.15
0.79072,0.01,151.096,1223.15
0.21516,0.01,94.8112,1373.15
0.27491,1.0,608.428,1073.15
0.81675,0.5,457.342,1123.15
0.20283,0.1,154.166,1323.15
0.31494,1.0,285.944,1273.15
0.5088,0.1,117.66,1423.15
0.49725,0.1,147.274,1323.15
0.56289,0.5,474.708,1123.15
0.68711,0.1,110.704,1423.15
0.66675,0.5,460.09,1123.15
0.44895,0.01,104.678,1323.15
0.78886,0.5,457.764,1123.15
0.79079,0.01,70.5662,1373.15
0.57902,0.5,162.644,1423.15
0.75508,0.1,151.054,1273.15
0.15305,0.01,73.4738,1423.15
0.2028,1.0,636.53,1073.15
0.40297,0.1,251.218,1223.15
0.77722,0.5,227.302,1323.15
0.50953,0.1,500.416,1123.15
0.41496,1.0,450.09,1173.15
0.25508,0.01,94.017,1373.15
0.33296,0.01,71.576,1423.15
0.40058,0.1,173.748,1273.15
0.13916,1.0,163.09,1423.15
0.62718,1.0,450.902,1073.15
0.28274,0.01,309.38,1173.15
0.30497,0.01,108.556,1323.15
0.15675,0.5,213.258,1323.15
0.31318,0.5,226.708,1323.15
0.57508,0.5,232.506,1323.15
0.62292,0.01,95.5068,1323.15
0.56122,0.5,199.394,1373.15
0.24701,1.0,205.652,1373.15
0.85907,0.5,193.044,1373.15
0.45712,1.0,284.69,1273.15
0.27507,0.1,584.874,1123.15
0.59878,0.1,141.804,1323.15
0.72913,0.01,154.636,1223.15
0.20308,0.01,187.48,1223.15
0.70911,0.5,250.45,1293.15
0.73713,1.0,168.69,1423.15
0.54505,1.0,476.006,1073.15
0.1968,0.5,186.694,1373.15
0.70881,1.0,314.024,1223.15
0.38709,0.5,424.462,1173.15
0.74894,0.5,272.598,1273.15
0.60486,1.0,324.458,1223.15
0.68311,0.01,60.789,1423.15
0.74894,0.5,195.544,1373.15
0.27138,0.1,410.788,1173.15
0.62291,0.01,74.8476,1373.15
0.23722,0.5,221.65,1323.15
0.20891,0.5,567.094,1123.15
0.1451,0.01,424.534,1123.15
0.30477,0.5,164.046,1423.15
0.43889,0.5,337.024,1223.15
0.15287,0.1,163.99,1273.15
0.38492,0.01,136.33,1273.15
0.22897,0.5,188.434,1373.15
0.69906,1.0,314.824,1223.15
0.80887,1.0,262.228,1273.15
0.18687,0.5,155.406,1423.15
0.16496,0.5,572.58,1123.15
0.55682,0.01,77.411,1373.15
0.23101,1.0,626.112,1073.15
0.20876,1.0,635.184,1073.15
0.67088,0.5,272.142,1273.15
0.19712,0.01,407.732,1123.15
0.49303,0.1,119.59,1423.15
0.49272,1.0,283.558,1273.15
0.68304,0.1,137.876,1323.15
0.3728,0.01,69.2824,1423.15
0.21314,0.01,139.342,1273.15
0.79318,0.01,150.416,1223.15
0.1948,1.0,203.524,1373.15
0.13908,0.5,153.098,1423.15
0.3332,0.01,302.328,1173.15
0.29514,0.5,440.122,1173.15
0.83687,0.01,252.946,1123.15
0.82886,1.0,380.874,1173.15
0.48495,0.1,358.928,1173.15
0.57074,1.0,467.988,1073.15
0.45925,0.5,167.78,1423.15
0.64297,1.0,446.988,1073.15
0.90517,0.01,244.546,1173.15
0.43918,0.01,84.4016,1373.15
0.76712,1.0,199.718,1373.15
0.78659,0.1,320.342,1173.15
0.50901,1.0,282.588,1273.15
0.27326,1.0,354.626,1223.15
0.82291,0.01,148.902,1223.15
0.20928,0.1,153.206,1323.15
0.30922,0.5,193.544,1373.15
0.59477,1.0,326.216,1223.15
0.79881,0.01,249.44,1173.15
0.83489,0.01,69.1116,1373.15
0.63095,0.5,230.454,1323.15
0.83513,0.5,459.88,1123.15
0.36719,0.1,124.202,1423.15
0.75342,0.1,108.93,1423.15
0.15306,0.01,321.66,1173.15
0.87662,0.5,160.954,1423.15
0.30888,0.5,339.298,1223.15
0.28113,1.0,477.364,1173.15
0.65506,0.1,157.7,1273.15
0.2232,0.01,110.004,1323.15
0.74515,0.5,162.686,1423.15
0.86888,0.01,147.216,1223.15
0.60719,0.01,122.514,1273.15
0.46499,0.1,513.246,1123.15
0.85903,0.5,461.966,1123.15
0.3848,0.5,230.606,1323.15
0.52279,0.01,79.8394,1373.15
0.56898,0.01,77.712,1373.15
0.62745,0.5,198.334,1373.15
0.12889,0.1,157.46,1273.15
0.25114,1.0,619.368,1073.15
0.43112,0.01,338.704,1123.15
0.18517,0.1,417.798,1173.15
0.83707,0.1,320.984,1173.15
0.54296,0.5,479.784,1123.15
0.31705,0.5,227.702,1323.15
0.43272,0.5,508.16,1123.15
0.36279,0.5,229.822,1323.15
0.37902,0.1,249.762,1223.15
0.23853,0.1,177.216,1273.15
0.87697,0.01,69.3112,1373.15
0.7728,0.1,321.432,1173.15
0.3789,0.5,523.334,1123.15
0.41519,0.5,167.714,1423.15
0.49874,1.0,174.688,1423.15
0.65127,1.0,274.388,1273.15
0.42498,0.01,84.576,1373.15
0.17911,0.01,320.236,1173.15
0.90292,0.5,459.266,1123.15
0.69302,1.0,392.752,1173.15
0.78308,0.1,133.802,1323.15
0.80903,1.0,198.556,1373.15
0.59885,0.5,252.42,1293.15
0.19109,0.01,137.442,1273.15
0.89931,0.01,85.8346,1323.15
0.52102,0.01,312.202,1123.15
0.68104,0.5,378.406,1173.15
0.62722,0.01,121.218,1273.15
0.54282,0.1,490.136,1123.15
0.89497,0.1,103.696,1423.15
0.1691,0.01,74.8874,1423.15
0.68929,0.5,458.492,1123.15
0.81083,0.01,149.844,1223.15
0.54721,1.0,331.36,1223.15
0.25317,0.01,108.994,1323.15
0.80116,0.01,58.8528,1423.15
0.33476,0.5,338.818,1223.15
0.3469,1.0,174.558,1423.15
0.80899,0.01,87.234,1323.15
0.18915,0.5,217.056,1323.15
0.439,0.1,121.854,1423.15
0.42678,0.01,179.59,1223.15
0.14096,0.1,596.416,1123.15
0.4288,1.0,243.176,1323.15
0.56331,0.1,165.924,1273.15
0.20298,1.0,282.056,1273.15
0.55074,0.1,346.156,1173.15
0.32883,0.1,175.554,1273.15
0.36495,1.0,210.27,1373.15
0.16693,0.5,291.082,1273.15
0.39707,1.0,288.832,1273.15
0.36488,0.1,550.136,1123.15
0.16916,0.1,598.002,1123.15
0.34708,1.0,242.202,1323.15
0.58325,0.5,198.122,1373.15
0.51093,0.5,167.936,1423.15
0.78119,1.0,383.794,1173.15
0.26679,1.0,354.97,1223.15
0.88318,0.01,68.824,1373.15
0.86092,0.5,223.858,1323.15
0.84734,0.1,436.766,1123.15
0.76515,0.5,456.154,1123.15
0.26683,1.0,286.106,1273.15
0.78275,1.0,229.082,1323.15
0.39474,0.5,197.6,1373.15
0.40918,0.01,106.954,1323.15
0.29871,0.01,92.7974,1373.15
0.14876,0.5,260.764,1293.15
0.13304,0.01,428.51,1123.15
0.35699,0.01,69.7152,1423.15
0.19903,0.01,137.79,1273.15
0.81857,0.5,162.006,1423.15
0.77875,0.5,254.99,1293.15
0.30884,0.5,165.322,1423.15
0.88883,0.01,247.628,1123.15
0.78303,0.5,457.564,1123.15
0.63116,0.01,162.434,1223.15
0.18919,0.5,459.112,1173.15
0.82512,0.5,374.756,1173.15
0.45488,0.01,82.719,1373.15
0.845,0.1,234.122,1223.15
0.2608,0.01,140.624,1273.15
0.47691,0.5,407.568,1173.15
0.4933,0.5,281.814,1273.15
0.68518,0.5,378.37,1173.15
0.76299,0.01,262.944,1123.15
0.60266,0.1,162.678,1273.15
0.7931,1.0,167.642,1423.15
0.54686,0.01,273.036,1173.15
0.58123,0.5,163.776,1423.15
0.38893,0.01,296.986,1173.15
0.85808,0.5,225.6,1323.15
0.80682,1.0,198.822,1373.15
0.62719,1.0,203.904,1373.15
0.76912,1.0,229.118,1323.15
0.25322,0.01,187.11,1223.15
0.59878,1.0,325.492,1223.15
0.74295,0.01,116.182,1273.15
0.419,0.01,134.23,1273.15
0.20114,0.5,294.476,1273.15
0.30697,0.5,437.554,1173.15
0.75892,0.01,58.735,1423.15
0.5672,0.5,167.896,1423.15
0.49123,0.1,149.854,1323.15
0.18298,0.01,137.304,1273.15
0.75888,1.0,229.578,1323.15
0.50878,1.0,241.952,1323.15
0.68692,0.5,162.346,1423.15
0.16922,0.1,413.624,1173.15
0.35498,0.5,429.976,1173.15
0.67319,0.01,73.7232,1373.15
0.47687,0.01,323.31,1123.15
0.59498,0.01,267.27,1173.15
0.60292,0.1,336.426,1173.15
0.48322,1.0,284.208,1273.15
0.19092,1.0,641.248,1073.15
0.30341,0.1,573.288,1123.15
0.64693,0.01,281.544,1123.15
0.64094,0.1,332.684,1173.15
0.17917,1.0,278.554,1273.15
0.44506,1.0,209.646,1373.15
0.72513,0.5,163.47,1423.15
0.31353,0.1,570.07,1123.15
0.37868,0.5,166.21,1423.15
0.82292,0.1,132.926,1323.15
0.71907,0.01,254.238,1173.15
0.53487,0.1,492.666,1123.15
0.6252,0.1,239.51,1223.15
0.70688,1.0,231.288,1323.15
0.26919,0.5,224.132,1323.15
0.35894,0.1,250.438,1223.15
0.64294,0.01,161.138,1223.15
0.14488,1.0,350.818,1223.15
0.84533,0.1,436.48,1123.15
0.39305,0.1,150.314,1323.15
0.53883,0.1,490.678,1123.15
0.71091,0.1,109.736,1423.15
0.37906,1.0,209.822,1373.15
0.4051,0.01,85.2008,1373.15
0.63081,0.1,334.228,1173.15
0.63485,1.0,235.48,1323.15
0.62664,0.1,141.504,1323.15
0.35278,1.0,462.278,1173.15
0.60915,0.1,239.15,1223.15
0.48914,1.0,175.284,1423.15
0.15914,1.0,200.044,1373.15
0.72485,1.0,199.946,1373.15
0.20309,0.1,416.938,1173.15
0.45106,1.0,242.554,1323.15
0.56699,0.5,473.656,1123.15
0.87701,0.01,249.094,1123.15
0.50693,0.5,256.02,1293.15
0.75504,0.01,59.6904,1423.15
0.60464,0.1,141.592,1323.15
0.84505,0.1,105.182,1423.15
0.61682,1.0,322.318,1223.15
0.35115,1.0,351.742,1223.15
0.23326,0.01,396.568,1123.15
0.60269,0.5,273.892,1273.15
0.5911,0.5,329.748,1223.15
0.27893,1.0,286.022,1273.15
0.39275,0.5,164.484,1423.15
0.55107,0.5,396.38,1173.15
0.47295,1.0,340.71,1223.15
0.50316,0.5,280.942,1273.15
0.29115,0.5,267.67,1293.15
0.32075,1.0,208.612,1373.15
0.68677,0.01,73.8522,1373.15
0.85694,0.01,112.958,1273.15
0.84542,0.1,131.664,1323.15
0.66304,0.01,259.848,1173.15
0.40105,0.5,197.196,1373.15
0.63907,0.1,160.076,1273.15
0.76092,0.01,88.739,1323.15
0.47687,1.0,506.346,1073.15
0.51274,1.0,241.422,1323.15
0.52277,0.5,278.282,1273.15
0.57901,0.01,295.38,1123.15
0.56298,0.5,331.902,1223.15
0.73725,0.5,162.618,1423.15
0.66694,0.1,140.454,1323.15
0.3508,0.1,173.6,1273.15
0.50704,0.5,488.298,1123.15
0.80688,1.0,308.752,1223.15
0.39908,0.01,135.75,1273.15
0.16894,0.1,151.664,1323.15
0.23898,0.1,595.61,1123.15
0.72879,0.01,71.9896,1373.15
0.27276,0.01,310.626,1173.15
0.48715,0.01,80.4176,1373.15
0.77486,0.01,115.344,1273.15
0.31876,1.0,242.022,1323.15
0.89522,0.5,463.514,1123.15
0.57489,0.5,473.74,1123.15
0.30926,0.01,91.2014,1373.15
0.68501,1.0,394.75,1173.15
0.14889,1.0,197.67,1373.15
0.24277,0.1,256.902,1223.15
0.43519,1.0,285.56,1273.15
0.28497,0.1,408.594,1173.15
0.68706,1.0,315.748,1223.15
0.33285,0.1,253.976,1223.15
0.38897,0.01,106.814,1323.15
0.35498,0.01,108.156,1323.15
0.26519,0.01,92.6224,1373.15
0.49897,0.01,279.156,1173.15
0.56696,0.01,270.076,1173.15
0.20282,0.5,186.012,1373.15
0.539,0.1,116.662,1423.15
0.27097,0.5,339.08,1223.15
0.26093,0.1,589.982,1123.15
0.57286,0.1,483.402,1123.15
0.19721,0.01,188.646,1223.15
0.4031,0.1,376.788,1173.15
0.61723,1.0,454.396,1073.15
0.67897,0.5,251.112,1293.15
0.70715,0.01,59.8688,1423.15
0.74085,0.5,374.57,1173.15
0.59267,0.1,163.066,1273.15
0.3312,1.0,173.136,1423.15
0.82546,0.1,145.628,1273.15
0.50276,1.0,208.39,1373.15
0.56894,0.01,97.266,1323.15
0.46512,1.0,342.228,1223.15
0.28316,0.5,549.374,1123.15
0.4391,0.01,104.55,1323.15
0.13721,0.5,180.582,1373.15
0.73889,0.5,272.86,1273.15
0.56326,0.5,253.908,1293.15
0.58684,0.1,239.85,1223.15
0.3589,1.0,567.332,1073.15
0.44302,0.1,149.454,1323.15
0.27891,0.5,445.424,1173.15
0.51283,0.01,172.48,1223.15
0.61102,0.1,162.342,1273.15
0.261,0.1,154.388,1323.15
0.49323,0.1,244.404,1223.15
0.651,0.5,383.638,1173.15
0.75688,0.5,272.298,1273.15
0.23098,0.5,452.222,1173.15
0.31098,1.0,470.468,1173.15
0.67129,0.5,229.48,1323.15
0.18096,1.0,645.28,1073.15
0.83882,0.1,146.108,1273.15
0.57696,0.1,482.258,1123.15
0.13312,0.1,146.096,1323.15
0.7471,0.1,322.946,1173.15
0.41285,0.01,180.16,1223.15
0.44479,1.0,522.468,1073.15
0.51669,0.1,498.148,1123.15
0.53285,0.01,126.228,1273.15
0.14894,1.0,273.778,1273.15
0.2273,0.1,174.51,1273.15
0.16292,1.0,166.252,1423.15
0.32283,0.5,293.446,1273.15
0.54893,0.1,145.792,1323.15
0.14511,0.1,243.908,1223.15
0.77894,0.1,321.042,1173.15
0.29316,0.01,108.398,1323.15
0.27493,0.1,125.59,1423.15
0.65888,1.0,445.182,1073.15
0.55693,0.01,124.5,1273.15
0.28482,0.01,309.482,1173.15
0.28482,0.01,72.7208,1423.15
0.59711,0.5,198.628,1373.15
0.45098,0.5,337.368,1223.15
0.62485,0.01,162.628,1223.15
0.69705,1.0,232.526,1323.15
0.37298,0.01,181.936,1223.15
0.27276,0.01,93.252,1373.15
0.49505,0.01,281.138,1173.15
0.80076,1.0,167.832,1423.15
0.14283,0.1,148.418,1323.15
0.19077,1.0,490.914,1173.15
0.90917,0.1,231.452,1223.15
0.25078,0.01,109.684,1323.15
0.7771,0.1,321.036,1173.15
0.41489,0.5,287.318,1273.15
0.77292,0.01,58.7124,1423.15
0.60078,0.01,165.144,1223.15
0.56281,0.1,240.862,1223.15
0.76473,0.1,107.88,1423.15
0.39915,0.01,180.848,1223.15
0.37283,1.0,350.548,1223.15
0.2052,0.1,173.214,1273.15
0.66498,1.0,318.34,1223.15
0.74318,1.0,387.666,1173.15
0.42318,0.01,179.714,1223.15
0.13905,0.01,134.78,1273.15
0.64489,1.0,203.856,1373.15
0.75503,1.0,432.386,1073.15
0.82094,0.5,374.024,1173.15
0.65705,0.1,157.388,1273.15
0.21907,0.01,314.994,1173.15
0.78886,0.01,115.39,1273.15
0.57339,0.5,275.46,1273.15
0.30281,0.01,71.8976,1423.15
0.77688,0.1,148.996,1273.15
0.91133,0.01,67.5648,1373.15
0.235,0.5,338.232,1223.15
0.46896,0.01,82.6064,1373.15
0.32283,0.01,138.504,1273.15
0.14679,0.1,162.682,1273.15
0.80103,0.01,257.94,1123.15
0.85464,0.1,105.568,1423.15
0.43098,0.1,120.752,1423.15
0.41121,0.01,105.964,1323.15
0.17117,0.1,413.474,1173.15
0.40672,1.0,211.332,1373.15
0.37478,1.0,558.53,1073.15
0.37507,1.0,285.706,1273.15
0.22329,0.1,174.678,1273.15
0.28106,0.5,294.372,1273.15
0.35328,0.1,386.776,1173.15
0.72909,0.1,152.836,1273.15
0.75666,0.1,133.672,1323.15
0.44723,1.0,243.062,1323.15
0.79385,0.5,162.45,1423.15
0.8541,0.5,263.372,1293.15
0.60713,0.5,167.834,1423.15
0.70303,0.1,325.6,1173.15
0.67505,0.5,379.676,1173.15
0.41716,1.0,286.908,1273.15
0.78744,0.5,162.966,1423.15
0.36511,0.1,123.676,1423.15
0.5712,0.5,391.984,1173.15
0.65123,1.0,319.692,1223.15
0.16295,0.1,166.422,1273.15
0.73322,1.0,267.776,1273.15
0.42498,0.01,338.29,1123.15
0.24489,1.0,621.604,1073.15
0.42101,0.01,134.146,1273.15
0.325,0.5,194.328,1373.15
0.60295,0.1,476.436,1123.15
0.47915,0.01,282.49,1173.15
0.24504,1.0,240.218,1323.15
0.24855,0.1,125.444,1423.15
0.80112,0.01,114.46,1273.15
0.41305,1.0,175.792,1423.15
0.76892,1.0,310.142,1223.15
0.16092,0.1,165.252,1273.15
0.79678,0.5,162.7,1423.15
0.44495,1.0,243.418,1323.15
0.29327,0.1,256.378,1223.15
0.645,0.01,119.82,1273.15
0.83114,0.01,58.8488,1423.15
0.73901,0.1,448.318,1123.15
0.44518,0.01,289.168,1173.15
0.72111,0.1,109.708,1423.15
0.65689,0.5,460.33,1123.15
0.36523,1.0,175.014,1423.15
0.15313,0.5,260.988,1293.15
