Strain,Strain_rate,Stress,Temperature
0.56541,0.1,165.388,1273.15
0.88695,0.01,245.598,1173.15
0.75725,1.0,432.242,1073.15
0.56899,0.01,269.826,1173.15
0.77479,0.01,70.9134,1373.15
0.62501,0.1,112.822,1423.15
0.60717,0.1,240.698,1223.15
0.54499,1.0,240.032,1323.15
0.60705,0.5,387.66,1173.15
0.36282,0.1,550.508,1123.15
0.72898,0.5,253.786,1293.15
0.38101,0.01,68.8312,1423.15
0.67099,0.5,164.854,1423.15
0.62676,0.01,61.7058,1423.15
0.87952,0.5,463.384,1123.15
0.35693,0.01,137.37,1273.15
0.68694,0.5,326.422,1223.15
0.20712,0.01,139.414,1273.15
0.68889,0.5,197.256,1373.15
0.6611,1.0,444.936,1073.15
0.2628,0.5,294.674,1273.15
0.32516,1.0,287.034,1273.15
0.80281,1.0,427.944,1073.15
0.84783,1.0,423.914,1073.15
0.30095,0.5,161.42,1423.15
0.33689,0.5,432.744,1173.15
0.33684,0.1,151.528,1323.15
0.23484,1.0,483.062,1173.15
0.53525,0.5,480.078,1123.15
0.6971,0.01,60.0104,1423.15
0.31117,1.0,286.638,1273.15
0.35119,0.1,151.064,1323.15
0.46922,0.5,408.824,1173.15
0.60693,0.5,233.514,1323.15
0.14895,0.5,288.508,1273.15
0.66903,0.01,276.114,1123.15
0.2154,0.1,173.31,1273.15
0.66089,0.01,60.7414,1423.15
0.62703,0.1,159.354,1273.15
0.63287,0.1,468.05,1123.15
0.40889,0.5,198.368,1373.15
0.32912,1.0,287.992,1273.15
0.32913,1.0,354.21,1223.15
0.49451,0.1,504.608,1123.15
0.24716,0.5,294.06,1273.15
0.25691,0.5,295.18,1273.15
0.81113,1.0,198.25,1373.15
0.69703,0.5,229.516,1323.15
0.20881,1.0,355.404,1223.15
0.45734,0.1,120.586,1423.15
0.489,0.5,256.298,1293.15
0.30479,0.5,225.644,1323.15
0.61891,0.5,198.044,1373.15
0.18689,0.5,293.336,1273.15
0.17519,1.0,277.698,1273.15
0.81499,0.1,132.856,1323.15
0.72689,0.5,229.498,1323.15
0.62695,0.01,162.856,1223.15
0.20123,0.1,599.98,1123.15
0.40502,1.0,347.496,1223.15
0.37872,0.1,124.022,1423.15
0.84462,1.0,307.496,1223.15
0.35478,0.5,229.148,1323.15
0.33692,0.01,88.7252,1373.15
0.14691,0.1,147.51,1323.15
0.61889,0.5,466.27,1123.15
0.7211,1.0,314.098,1223.15
0.62909,0.01,162.18,1223.15
0.55905,0.1,144.646,1323.15
0.44906,0.5,259.504,1293.15
0.57301,1.0,414.438,1173.15
0.60702,1.0,323.89,1223.15
0.72871,1.0,267.648,1273.15
0.61273,1.0,455.644,1073.15
0.28093,0.5,549.716,1123.15
0.33519,0.5,194.596,1373.15
0.3871,0.01,69.8308,1423.15
0.53489,0.01,274.736,1173.15
0.53726,1.0,422.674,1173.15
0.30689,0.01,307.156,1173.15
0.75282,0.5,227.548,1323.15
0.80494,1.0,427.856,1073.15
0.45676,0.5,197.598,1373.15
0.1812,0.5,263.276,1293.15
0.43699,0.1,524.272,1123.15
0.65493,1.0,234.42,1323.15
0.74906,0.5,252.922,1293.15
0.32518,0.5,536.378,1123.15
0.1909,0.1,418.134,1173.15
0.22325,0.01,76.2356,1423.15
0.32683,0.1,124.788,1423.15
0.67108,1.0,202.306,1373.15
0.87878,0.1,104.38,1423.15
0.40903,1.0,211.312,1373.15
0.40901,0.01,84.899,1373.15
0.67892,1.0,441.174,1073.15
0.84877,0.01,248.518,1173.15
0.39326,0.5,518.104,1123.15
0.86996,0.5,223.466,1323.15
0.74299,0.5,326.888,1223.15
0.57306,0.5,250.832,1293.15
0.77281,0.1,444.018,1123.15
0.78271,0.1,443.152,1123.15
0.40478,0.5,167.632,1423.15
0.62275,0.01,264.432,1173.15
0.64901,0.1,466.204,1123.15
0.67114,1.0,443.086,1073.15
0.21108,0.01,109.03,1323.15
0.15874,0.1,248.492,1223.15
0.43679,0.5,414.956,1173.15
0.59903,0.5,167.948,1423.15
0.80719,0.5,161.426,1423.15
0.8807,0.01,68.7194,1373.15
0.15707,0.01,321.544,1173.15
0.64287,0.5,231.412,1323.15
0.77905,0.5,274.322,1273.15
0.41075,0.5,229.904,1323.15
0.2852,0.01,140.512,1273.15
0.49706,0.01,80.6246,1373.15
0.23521,0.01,187.864,1223.15
0.86671,0.1,104.66,1423.15
0.59695,0.5,252.348,1293.15
0.38314,1.0,286.13,1273.15
0.4611,0.5,283.806,1273.15
0.40894,0.01,295.134,1173.15
0.57482,1.0,206.116,1373.15
0.44707,0.01,332.568,1123.15
0.82282,0.01,58.5884,1423.15
0.16525,1.0,278.548,1273.15
0.4729,0.5,282.45,1273.15
0.38096,0.1,544.13,1123.15
0.84504,0.01,253.14,1123.15
0.65886,0.1,329.866,1173.15
0.18715,1.0,201.474,1373.15
0.16499,0.5,261.928,1293.15
0.88712,0.01,68.864,1373.15
0.89291,0.01,85.8992,1323.15
0.79121,0.1,106.238,1423.15
0.37499,1.0,175.332,1423.15
0.64519,0.1,239.064,1223.15
0.80705,0.1,132.614,1323.15
0.51479,0.01,172.046,1223.15
0.24713,1.0,172.398,1423.15
0.17686,1.0,199.878,1373.15
0.27104,0.1,176.902,1273.15
0.63899,1.0,321.142,1223.15
0.5087,0.1,168.404,1273.15
0.19478,1.0,639.698,1073.15
0.38511,0.5,289.176,1273.15
0.70507,1.0,314.576,1223.15
0.17516,0.5,263.866,1293.15
0.33111,0.5,339.74,1223.15
0.77313,0.01,252.362,1173.15
0.37884,0.5,195.388,1373.15
0.40663,0.1,122.544,1423.15
0.25267,0.1,257.332,1223.15
0.78698,0.01,87.8252,1323.15
0.68497,1.0,202.518,1373.15
0.49494,0.1,356.788,1173.15
0.37089,0.01,69.6688,1423.15
0.20891,0.5,337.11,1223.15
0.28512,1.0,476.058,1173.15
0.52112,0.1,352.234,1173.15
0.51686,1.0,487.934,1073.15
0.48121,1.0,434.044,1173.15
0.18302,0.01,187.864,1223.15
0.71302,0.1,109.726,1423.15
0.16714,0.5,262.042,1293.15
0.79286,0.01,87.0316,1323.15
0.83505,0.1,106.004,1423.15
0.15109,0.5,289.236,1273.15
0.48321,0.1,169.02,1273.15
0.54724,1.0,207.108,1373.15
0.75301,0.01,264.422,1123.15
0.71504,0.01,154.776,1223.15
0.36315,1.0,243.926,1323.15
0.4827,1.0,175.234,1423.15
0.48114,1.0,210.154,1373.15
0.64713,0.1,111.99,1423.15
0.75128,1.0,386.76,1173.15
0.43524,0.1,367.524,1173.15
0.57516,1.0,414.252,1173.15
0.23892,0.5,160.264,1423.15
0.74105,0.01,254.01,1173.15
0.465,0.01,286.254,1173.15
0.19516,1.0,235.626,1323.15
0.26894,1.0,206.996,1373.15
0.56881,1.0,207.7,1373.15
0.23718,0.5,294.956,1273.15
0.64881,1.0,203.902,1373.15
0.30686,1.0,174.314,1423.15
0.3829,0.01,298.95,1173.15
0.24124,0.01,93.7646,1373.15
0.59519,0.5,167.192,1423.15
0.23076,0.5,337.704,1223.15
0.48711,1.0,242.076,1323.15
0.73096,0.1,108.236,1423.15
0.63706,0.5,384.164,1173.15
0.77463,0.5,228.044,1323.15
0.21851,0.1,124.68,1423.15
0.66726,1.0,397.322,1173.15
0.83477,1.0,308.368,1223.15
0.48704,0.5,166.524,1423.15
0.51079,1.0,490.386,1073.15
0.8503,1.0,263.064,1273.15
0.42718,1.0,243.202,1323.15
0.44107,0.5,414.77,1173.15
0.54715,0.1,165.748,1273.15
0.71487,0.1,153.772,1273.15
0.44904,0.01,132.424,1273.15
0.19715,0.5,156.414,1423.15
0.63705,0.5,273.006,1273.15
0.50119,0.01,173.092,1223.15
0.62884,0.01,263.156,1173.15
0.86095,0.01,250.404,1123.15
0.49696,1.0,431.796,1173.15
0.36719,1.0,210.67,1373.15
0.87264,0.1,104.336,1423.15
0.56686,0.1,240.782,1223.15
0.76913,0.01,252.386,1173.15
0.60269,0.5,168.874,1423.15
0.68292,0.5,459.578,1123.15
0.51507,1.0,282.496,1273.15
0.75697,0.5,324.024,1223.15
0.61298,0.1,336.744,1173.15
0.68492,0.1,156.532,1273.15
0.35094,1.0,209.436,1373.15
0.83271,0.1,437.772,1123.15
0.29909,0.01,109.01,1323.15
0.21475,0.5,337.734,1223.15
0.58698,1.0,326.684,1223.15
0.28089,0.01,72.9112,1423.15
0.82516,0.01,70.1734,1373.15
0.83703,1.0,263.762,1273.15
0.67899,1.0,396.294,1173.15
0.86716,0.01,148.122,1223.15
0.75964,0.5,195.936,1373.15
0.60918,0.1,114.1,1423.15
0.17075,0.5,572.582,1123.15
0.42492,0.5,165.986,1423.15
0.59938,0.1,161.426,1273.15
0.72698,1.0,434.71,1073.15
0.59087,0.01,96.8228,1323.15
0.60493,0.01,61.9038,1423.15
0.87704,0.5,265.314,1293.15
0.25275,0.5,339.708,1223.15
0.83083,0.5,195.422,1373.15
0.56944,0.1,114.682,1423.15
0.58912,0.01,166.384,1223.15
0.54729,1.0,475.26,1073.15
0.73282,0.5,325.584,1223.15
0.19908,1.0,637.788,1073.15
0.89716,0.1,428.382,1123.15
0.69108,0.5,161.584,1423.15
0.15886,0.01,107.374,1323.15
0.88274,0.5,194.252,1373.15
0.43521,0.5,338.408,1223.15
0.59884,0.1,476.97,1123.15
0.45105,0.1,516.364,1123.15
0.64292,0.5,272.934,1273.15
0.7709,0.1,321.21,1173.15
0.43115,0.5,231.562,1323.15
0.12882,0.5,208.85,1323.15
0.32492,0.5,226.69,1323.15
0.73678,0.5,376.136,1173.15
0.48291,1.0,338.882,1223.15
0.22113,1.0,631.456,1073.15
0.41103,0.5,419.842,1173.15
0.65142,0.5,231.12,1323.15
0.77103,0.1,234.628,1223.15
0.44508,0.01,332.764,1123.15
0.44699,0.5,504.658,1123.15
0.5729,0.5,164.924,1423.15
0.22508,0.01,74.598,1423.15
0.46916,0.1,120.108,1423.15
0.52721,1.0,333.8,1223.15
0.67717,0.5,164.986,1423.15
0.5205,0.1,146.934,1323.15
0.66501,0.1,139.984,1323.15
0.51075,0.5,280.3,1273.15
0.17506,0.5,185.448,1373.15
0.30314,0.01,375.528,1123.15
0.2449,1.0,171.862,1423.15
0.83741,0.5,260.122,1293.15
0.78079,0.01,70.69,1373.15
0.47271,1.0,283.942,1273.15
0.62518,0.01,94.4644,1323.15
0.74512,0.1,108.52,1423.15
0.33898,0.1,124.624,1423.15
0.77275,0.01,71.0242,1373.15
0.79903,0.1,324.41,1173.15
0.7229,0.5,196.066,1373.15
0.43498,0.1,171.674,1273.15
0.70885,0.5,164.786,1423.15
0.15301,0.5,336.246,1223.15
0.75693,0.1,446.076,1123.15
0.77271,0.5,326.308,1223.15
0.56514,0.1,485.958,1123.15
0.27503,0.01,140.554,1273.15
0.52716,0.5,334.036,1223.15
0.34701,1.0,286.588,1273.15
0.26521,1.0,285.844,1273.15
0.84123,0.01,148.344,1223.15
0.51682,0.1,166.88,1273.15
0.17492,0.01,107.6,1323.15
0.70722,1.0,168.966,1423.15
0.83279,1.0,380.868,1173.15
0.20112,0.5,159.242,1423.15
0.64688,0.5,197.026,1373.15
0.35696,0.01,302.22,1173.15
0.7789,0.5,457.102,1123.15
0.177,0.01,108.534,1323.15
0.1431,0.5,334.114,1223.15
0.71116,0.01,156.202,1223.15
0.86116,0.5,282.012,1273.15
0.40922,1.0,287.272,1273.15
0.26294,1.0,285.67,1273.15
0.7849,0.01,87.9688,1323.15
0.84675,0.01,58.7438,1423.15
0.48483,0.5,335.878,1223.15
0.81096,0.5,325.452,1223.15
0.49912,0.01,80.62,1373.15
0.33893,0.01,138.646,1273.15
0.31885,0.5,339.084,1223.15
0.27092,1.0,476.9,1173.15
0.25516,0.5,447.412,1173.15
0.49902,1.0,495.92,1073.15
0.589,1.0,238.124,1323.15
0.35117,1.0,462.554,1173.15
0.56723,0.5,332.418,1223.15
0.32481,0.1,124.986,1423.15
0.76488,0.01,88.3836,1323.15
0.26501,1.0,239.534,1323.15
0.56911,0.01,167.338,1223.15
0.757,1.0,310.366,1223.15
0.70318,0.01,72.85,1373.15
0.31918,0.1,152.53,1323.15
0.44325,1.0,343.476,1223.15
0.35079,0.5,195.024,1373.15
0.3048,1.0,173.98,1423.15
0.74768,0.5,164.014,1423.15
0.61128,0.1,140.774,1323.15
0.60107,0.01,62.6014,1423.15
0.21709,0.1,256.108,1223.15
0.71316,0.01,116.738,1273.15
0.36495,0.5,229.828,1323.15
0.41525,1.0,210.466,1373.15
0.85218,1.0,423.13,1073.15
0.42927,0.1,371.204,1173.15
0.561,1.0,417.936,1173.15
0.33915,1.0,352.072,1223.15
0.37897,0.1,151.644,1323.15
0.42664,0.1,172.626,1273.15
0.61091,0.5,232.868,1323.15
0.5328,0.01,64.0686,1423.15
0.75894,0.01,88.7476,1323.15
0.32288,0.5,226.76,1323.15
0.32497,0.1,394.797,1173.15
0.75906,0.1,324.376,1173.15
0.31276,1.0,242.03,1323.15
0.71307,0.1,236.932,1223.15
0.8431,0.01,248.502,1173.15
0.87323,0.1,322.214,1173.15
0.74726,1.0,267.14,1273.15
0.8168,0.01,113.656,1273.15
0.44511,0.1,248.198,1223.15
0.40313,0.1,536.168,1123.15
0.40316,1.0,451.546,1173.15
0.4371,1.0,344.594,1223.15
0.25888,0.5,158.88,1423.15
0.6467,0.5,384.638,1173.15
0.87897,0.01,248.3,1123.15
0.22512,0.1,258.612,1223.15
0.24126,1.0,239.16,1323.15
0.60889,0.1,161.998,1273.15
0.13685,1.0,270.462,1273.15
0.14913,0.1,409.552,1173.15
0.68107,0.01,157.524,1223.15
0.73693,0.1,152.56,1273.15
0.38881,0.5,340.648,1223.15
0.73124,0.01,154.898,1223.15
0.62096,0.01,61.8448,1423.15
0.83348,0.5,226.212,1323.15
0.17707,1.0,233.648,1323.15
0.58888,0.5,468.66,1123.15
0.27926,0.01,186.778,1223.15
0.62107,0.1,112.764,1423.15
0.75695,0.5,375.87,1173.15
0.40281,0.01,134.798,1273.15
0.28108,0.01,92.5534,1373.15
0.58284,0.01,96.268,1323.15
0.68706,0.01,157.45,1223.15
0.80123,0.01,149.996,1223.15
0.3149,0.01,186.346,1223.15
0.18074,0.5,185.562,1373.15
0.29902,0.5,161.0,1423.15
0.36297,0.01,107.436,1323.15
0.34309,0.5,264.448,1293.15
0.42717,0.5,262.398,1293.15
0.24105,0.5,189.67,1373.15
0.19493,1.0,169.08,1423.15
0.69889,0.1,110.288,1423.15
0.81513,1.0,381.152,1173.15
0.49512,0.5,404.738,1173.15
0.79887,0.5,225.896,1323.15
0.69517,0.1,110.326,1423.15
0.22726,0.1,258.57,1223.15
0.78905,1.0,429.136,1073.15
0.55926,0.01,169.53,1223.15
0.23105,1.0,169.556,1423.15
0.899,0.01,247.25,1123.15
0.19105,0.01,92.9642,1373.15
0.33689,0.01,306.068,1173.15
0.68124,1.0,271.08,1273.15
0.60898,0.5,165.986,1423.15
0.16116,1.0,200.154,1373.15
0.1551,0.01,323.046,1173.15
0.25505,1.0,616.886,1073.15
0.22726,1.0,483.682,1173.15
0.56111,1.0,330.152,1223.15
0.81111,0.1,320.144,1173.15
0.64703,0.1,158.898,1273.15
0.32104,0.01,90.3942,1373.15
0.80276,0.1,441.49,1123.15
0.8951,0.1,429.47,1123.15
0.54304,0.5,254.074,1293.15
0.79307,0.01,69.5768,1373.15
0.45487,0.5,167.276,1423.15
0.16914,0.5,336.226,1223.15
0.30496,0.01,139.734,1273.15
0.33872,0.5,227.38,1323.15
0.82685,0.1,321.1,1173.15
0.86675,0.5,263.776,1293.15
0.75931,0.1,234.326,1223.15
0.28083,0.01,310.0,1173.15
0.45922,1.0,242.14,1323.15
0.54722,0.5,277.476,1273.15
0.56845,0.1,164.686,1273.15
0.89101,0.01,68.9524,1373.15
0.57475,0.5,391.53,1173.15
0.87286,0.01,69.0252,1373.15
0.48915,0.01,129.128,1273.15
0.63282,1.0,321.814,1223.15
0.70288,1.0,314.78,1223.15
0.897,0.01,112.002,1273.15
0.77112,1.0,310.126,1223.15
0.16492,0.1,121.176,1423.15
0.17686,0.5,263.516,1293.15
0.55309,0.1,164.258,1273.15
0.33093,0.5,194.346,1373.15
0.47907,0.01,324.488,1123.15
0.50139,0.1,244.608,1223.15
0.76306,0.01,252.706,1173.15
0.50496,0.01,101.708,1323.15
0.52695,1.0,483.524,1073.15
0.79502,1.0,167.634,1423.15
0.54887,0.01,63.4826,1423.15
0.77491,1.0,310.174,1223.15
0.24516,0.01,93.9212,1373.15
0.66283,0.5,249.976,1293.15
0.33086,0.1,152.854,1323.15
0.81708,0.01,254.644,1123.15
0.67926,0.01,118.968,1273.15
0.66578,0.5,250.232,1293.15
0.38711,0.5,339.786,1223.15
0.29686,0.01,139.782,1273.15
0.40527,1.0,174.698,1423.15
0.85092,0.5,281.01,1273.15
0.75116,1.0,230.562,1323.15
0.39089,0.01,85.752,1373.15
0.78502,0.1,149.004,1273.15
0.64894,1.0,446.138,1073.15
0.71302,0.5,455.064,1123.15
0.90879,0.01,58.1222,1423.15
0.82716,0.01,69.3888,1373.15
0.68126,1.0,395.834,1173.15
0.13093,0.1,406.214,1173.15
0.79101,0.1,148.526,1273.15
0.68325,0.1,459.178,1123.15
0.4309,0.5,337.752,1223.15
0.37705,1.0,557.204,1073.15
0.46706,0.01,327.54,1123.15
0.71097,0.5,454.944,1123.15
0.42881,0.5,337.166,1223.15
0.79074,0.1,441.564,1123.15
0.55675,0.5,232.93,1323.15
0.36895,0.01,182.784,1223.15
0.32107,1.0,585.934,1073.15
0.65153,0.5,271.636,1273.15
0.56887,0.1,240.292,1223.15
0.33719,0.5,227.442,1323.15
0.5931,0.5,329.282,1223.15
0.69111,0.01,256.734,1173.15
0.74881,1.0,266.878,1273.15
0.78705,0.01,59.3962,1423.15
0.6214,0.1,141.656,1323.15
0.30292,0.1,403.156,1173.15
0.36709,0.5,229.488,1323.15
0.21308,0.01,315.826,1173.15
0.83501,1.0,227.75,1323.15
0.351,0.01,183.82,1223.15
0.5713,1.0,329.17,1223.15
0.27118,0.01,384.376,1123.15
0.45103,1.0,442.026,1173.15
0.14499,0.01,106.584,1323.15
0.32103,1.0,470.002,1173.15
0.40297,0.5,289.074,1273.15
0.59306,1.0,326.268,1223.15
0.15524,0.5,336.306,1223.15
0.77074,0.1,444.92,1123.15
0.63727,0.01,93.8862,1323.15
0.79112,0.1,134.08,1323.15
0.67441,0.5,251.24,1293.15
0.51712,0.5,199.972,1373.15
0.31902,0.1,397.42,1173.15
0.56914,0.01,124.822,1273.15
0.63304,0.5,163.0,1423.15
0.27707,1.0,239.592,1323.15
0.35498,0.01,70.1542,1423.15
0.42086,0.1,150.51,1323.15
0.57481,0.5,250.882,1293.15
0.72353,0.5,253.622,1293.15
0.57877,0.01,270.18,1173.15
0.29083,1.0,600.962,1073.15
0.22522,0.01,109.442,1323.15
0.3648,1.0,286.444,1273.15
0.45899,0.1,169.834,1273.15
0.49496,1.0,283.22,1273.15
0.42332,0.1,171.876,1273.15
0.51718,0.01,65.1664,1423.15
0.28289,0.5,161.362,1423.15
0.81075,0.01,69.7762,1373.15
0.78722,0.01,259.376,1123.15
0.57326,1.0,237.946,1323.15
0.53879,0.5,197.802,1373.15
0.8988,0.01,112.134,1273.15
0.35721,1.0,462.114,1173.15
0.78699,1.0,309.496,1223.15
0.82516,0.5,162.392,1423.15
0.56295,0.01,98.4052,1323.15
0.22523,0.01,187.854,1223.15
0.75722,1.0,229.666,1323.15
0.80727,0.5,226.476,1323.15
0.13898,0.1,160.684,1273.15
0.18305,1.0,234.22,1323.15
0.70108,0.01,256.478,1173.15
0.48495,0.01,321.072,1123.15
0.24107,0.01,140.052,1273.15
0.45102,0.01,131.65,1273.15
0.19309,0.5,337.096,1223.15
0.63087,0.5,463.596,1123.15
0.52121,0.01,126.54,1273.15
0.62291,0.5,231.684,1323.15
0.63906,0.5,165.76,1423.15
0.46498,0.1,169.816,1273.15
0.35708,0.1,251.884,1223.15
0.43681,0.1,249.206,1223.15
0.819,0.01,86.719,1323.15
0.17513,0.01,138.064,1273.15
0.29313,1.0,599.878,1073.15
0.19109,0.5,263.144,1293.15
0.22478,0.5,294.078,1273.15
0.23525,0.5,266.15,1293.15
0.29291,0.01,186.474,1223.15
0.25518,0.01,311.93,1173.15
0.18275,0.01,413.562,1123.15
0.13487,0.5,288.204,1273.15
0.72303,0.01,254.69,1173.15
0.39913,0.01,68.4066,1423.15
0.40277,0.5,262.324,1293.15
0.26502,0.1,125.974,1423.15
0.66904,1.0,270.77,1273.15
0.6052,0.5,252.686,1293.15
0.17924,1.0,645.392,1073.15
0.37513,0.5,290.2,1273.15
0.3752,1.0,210.532,1373.15
0.73089,0.01,89.9254,1323.15
0.83481,1.0,166.792,1423.15
0.22114,0.5,267.032,1293.15
0.7508,0.1,235.498,1223.15
0.15694,0.5,290.938,1273.15
0.41285,1.0,346.734,1223.15
0.37081,0.5,338.88,1223.15
0.51305,1.0,208.606,1373.15
0.42724,0.5,510.272,1123.15
0.53522,0.5,168.244,1423.15
0.76725,0.5,227.394,1323.15
0.46922,1.0,437.132,1173.15
0.53474,0.5,231.912,1323.15
0.48088,0.1,360.208,1173.15
0.52114,0.5,167.7,1423.15
0.35709,0.1,151.662,1323.15
0.16684,0.1,151.066,1323.15
0.57106,1.0,207.028,1373.15
0.84331,0.01,69.4494,1373.15
0.14277,0.5,182.884,1373.15
0.42903,0.5,262.118,1293.15
0.81273,0.01,114.124,1273.15
0.62282,0.01,162.948,1223.15
0.37308,0.5,195.696,1373.15
0.78498,1.0,266.196,1273.15
0.18525,0.1,599.254,1123.15
0.77279,0.5,274.65,1273.15
0.31878,1.0,354.662,1223.15
0.1748,0.1,416.474,1173.15
0.86893,0.5,160.314,1423.15
0.13096,1.0,195.608,1373.15
0.64682,1.0,320.112,1223.15
0.51075,0.01,128.282,1273.15
0.4871,0.01,174.014,1223.15
0.60673,0.01,265.404,1173.15
0.59314,0.1,476.946,1123.15
0.57544,0.1,164.124,1273.15
0.1308,0.5,464.388,1173.15
0.74898,1.0,230.732,1323.15
0.29079,0.01,72.4248,1423.15
0.70316,0.1,236.026,1223.15
0.24895,1.0,284.254,1273.15
0.49907,0.5,281.62,1273.15
0.88323,0.5,226.338,1323.15
0.31883,1.0,586.998,1073.15
0.15712,0.01,421.506,1123.15
0.35288,0.5,430.84,1173.15
0.17123,0.1,599.756,1123.15
0.33524,0.5,266.632,1293.15
0.31719,1.0,242.198,1323.15
0.46704,0.1,170.364,1273.15
0.5709,0.01,97.3056,1323.15
0.82094,1.0,198.896,1373.15
0.73894,0.1,135.396,1323.15
0.59927,0.5,274.166,1273.15
0.72505,1.0,168.956,1423.15
0.83678,0.01,69.098,1373.15
0.24486,0.1,156.634,1323.15
0.22506,0.1,597.856,1123.15
0.43479,1.0,445.476,1173.15
0.48504,0.5,494.86,1123.15
0.8589,0.1,323.562,1173.15
0.14113,0.1,162.428,1273.15
0.33281,1.0,242.56,1323.15
0.13323,0.5,257.38,1293.15
0.59058,0.1,144.268,1323.15
0.76506,0.5,160.536,1423.15
0.68685,1.0,170.79,1423.15
0.65123,0.5,462.132,1123.15
0.61887,0.01,121.32,1273.15
0.42906,0.1,246.92,1223.15
0.85888,0.01,250.588,1123.15
0.27095,0.01,141.196,1273.15
0.63287,0.5,274.146,1273.15
0.58914,1.0,411.748,1173.15
0.27896,0.1,125.802,1423.15
0.35904,0.01,137.62,1273.15
0.20886,0.5,157.332,1423.15
0.41282,0.5,229.72,1323.15
0.62715,0.5,384.74,1173.15
0.47285,0.01,66.2346,1423.15
0.55144,0.1,116.766,1423.15
0.43084,1.0,446.674,1173.15
0.50305,0.5,404.784,1173.15
0.86504,0.1,143.72,1273.15
0.2792,0.5,191.508,1373.15
0.37114,0.1,174.296,1273.15
0.76676,0.1,107.88,1423.15
0.41687,0.5,339.072,1223.15
0.34877,0.5,530.376,1123.15
0.21315,0.01,109.006,1323.15
0.29895,0.5,440.306,1173.15
0.215,1.0,281.642,1273.15
0.34874,0.5,340.022,1223.15
0.41884,1.0,286.804,1273.15
0.68322,1.0,316.324,1223.15
0.41123,0.01,135.858,1273.15
0.46474,0.01,81.6668,1373.15
0.33289,0.1,152.29,1323.15
0.76313,0.1,149.994,1273.15
0.81912,0.01,249.21,1173.15
0.48284,1.0,434.012,1173.15
0.79668,0.5,225.928,1323.15
0.30315,1.0,594.636,1073.15
0.83119,1.0,227.978,1323.15
0.72733,0.5,163.232,1423.15
0.25924,0.01,388.578,1123.15
0.16104,1.0,276.19,1273.15
0.35095,0.01,108.136,1323.15
0.67305,0.01,258.598,1173.15
0.28911,1.0,601.768,1073.15
0.42493,0.01,293.476,1173.15
0.56082,0.01,97.4758,1323.15
0.63673,0.01,161.89,1223.15
0.7932,0.1,106.4,1423.15
0.16709,0.01,417.274,1123.15
0.58488,0.5,468.038,1123.15
0.83256,0.1,145.17,1273.15
0.61312,0.5,466.88,1123.15
0.55904,0.5,254.732,1293.15
0.56269,0.1,345.142,1173.15
0.77911,1.0,429.706,1073.15
0.24077,0.01,75.2678,1423.15
0.67299,0.5,272.186,1273.15
0.72664,0.5,253.576,1293.15
0.22299,0.1,596.786,1123.15
0.85891,0.01,68.7774,1373.15
0.23276,0.5,561.66,1123.15
0.68709,0.01,60.4526,1423.15
0.16913,0.1,168.0,1273.15
0.58128,1.0,237.308,1323.15
0.67286,0.1,330.82,1173.15
0.19718,0.01,75.9276,1423.15
0.79047,0.5,275.45,1273.15
0.59489,0.1,143.644,1323.15
0.47514,1.0,174.512,1423.15
0.79298,0.1,133.726,1323.15
0.73304,0.01,116.328,1273.15
0.33291,0.01,138.272,1273.15
0.74314,0.5,459.206,1123.15
0.63483,1.0,171.02,1423.15
0.65108,1.0,445.862,1073.15
0.49913,0.5,198.47,1373.15
0.70295,1.0,169.2,1423.15
0.35925,1.0,287.372,1273.15
0.39697,0.1,376.284,1173.15
0.47127,0.5,258.464,1293.15
0.81676,0.1,438.52,1123.15
0.62086,0.01,95.4118,1323.15
0.8562,0.5,192.438,1373.15
0.57493,0.01,297.418,1123.15
0.17891,0.1,249.552,1223.15
0.35679,0.1,550.068,1123.15
0.81489,0.5,277.96,1273.15
0.55482,0.01,168.762,1223.15
0.15116,1.0,493.134,1173.15
0.1351,0.5,569.454,1123.15
0.49531,0.1,168.484,1273.15
0.42476,0.5,416.978,1173.15
0.44915,0.5,413.892,1173.15
0.62893,0.1,159.528,1273.15
0.83279,0.01,253.424,1123.15
0.52473,0.5,278.394,1273.15
0.28079,1.0,239.946,1323.15
0.90288,0.01,69.303,1373.15
0.33086,0.5,292.388,1273.15
0.50283,0.5,488.308,1123.15
0.36895,0.01,136.738,1273.15
0.8371,0.01,58.6808,1423.15
0.26487,0.5,191.218,1373.15
0.89677,0.01,145.952,1223.15
0.2649,1.0,612.114,1073.15
0.57855,0.1,115.158,1423.15
0.20897,0.5,264.192,1293.15
0.75906,0.5,272.884,1273.15
0.22097,1.0,169.394,1423.15
0.56076,0.5,233.112,1323.15
0.52915,0.5,232.752,1323.15
0.59528,1.0,238.454,1323.15
0.53681,0.01,170.198,1223.15
0.8828,0.1,431.23,1123.15
0.32676,0.5,536.302,1123.15
0.4889,0.1,358.23,1173.15
0.82885,0.5,374.844,1173.15
0.77902,0.1,234.548,1223.15
0.61893,0.5,165.2,1423.15
0.49104,0.01,281.034,1173.15
0.61483,0.5,385.668,1173.15
0.56489,0.1,240.962,1223.15
0.76506,0.01,252.074,1173.15
0.87115,0.01,85.9986,1323.15
0.52883,1.0,424.404,1173.15
0.27527,0.01,187.332,1223.15
0.67286,0.01,61.0494,1423.15
0.63307,0.1,160.002,1273.15
0.42678,0.01,133.98,1273.15
0.7366,0.5,195.878,1373.15
